UTC Time,1,2,3,4,5,6
1/7/2016 15:00,1364.472659,1463.884723,610.4575057,7703.80741,924.8896794,4278.015213
1/7/2016 16:00,1348.756395,1447.023411,603.4345774,7615.073444,914.2366185,4229.121966
1/7/2016 17:00,1308.713361,1404.062942,585.5478889,7388.990627,887.0939793,4104.857407
1/7/2016 18:00,1283.216231,1376.708154,574.1495382,7245.033926,869.811088,4025.320169
1/7/2016 19:00,1297.176954,1391.686022,580.3685089,7323.85612,879.2741793,4067.870825
1/7/2016 20:00,1296.42458,1390.878831,580.0257314,7319.608217,878.7641924,4065.232887
1/7/2016 21:00,1315.568327,1411.417344,588.5794143,7427.693739,891.7405272,4124.750963
1/7/2016 22:00,1373.166762,1473.212257,614.3312006,7752.894285,930.782862,4304.550143
1/7/2016 23:00,1484.183776,1592.317692,663.9747263,8379.695917,1006.034271,4651.495639
1/8/2016 0:00,1490.537159,1599.133967,666.8111826,8415.567095,1010.340827,4671.143407
1/8/2016 1:00,1462.114129,1568.640105,654.0968091,8255.090773,991.0746534,4582.116431
1/8/2016 2:00,1414.212962,1517.24898,632.6749257,7984.640973,958.6054838,4432.331953
1/8/2016 3:00,1330.699411,1427.65084,595.3352356,7513.123781,901.9969315,4171.569765
1/8/2016 4:00,1219.598801,1308.455717,545.6527446,6885.85016,826.6888575,3824.291413
1/8/2016 5:00,1138.927552,1221.906964,509.5519919,6430.3806,772.0069227,3570.962018
1/8/2016 6:00,1089.605234,1168.991146,487.4643834,6151.906983,738.5744444,3415.369067
1/8/2016 7:00,1071.297459,1149.349511,479.2548506,6048.541353,726.1647617,3357.121548
1/8/2016 8:00,1077.901634,1156.43485,482.1804037,6085.828498,730.6413139,3376.510593
1/8/2016 9:00,1095.791423,1175.628045,490.1575172,6186.834183,742.7676705,3431.393595
1/8/2016 10:00,1119.365819,1200.920012,500.6985393,6319.935132,758.7472618,3505.033307
1/8/2016 11:00,1136.001652,1218.76789,508.195137,6413.860979,770.0236401,3559.62553
1/8/2016 12:00,1277.615222,1370.69907,571.5418006,7213.410651,866.0145184,4003.151703
1/8/2016 13:00,1367.398559,1467.023797,611.7076093,7720.327032,926.872962,4284.523572
1/8/2016 14:00,1367.565753,1467.203172,611.8052027,7721.27101,926.9862924,4286.078586
