Power_network_size,spatial_cluster_method,temporal_cluster_method,Rep-Days,Emis-case,Elec_scenario,reduc-goal,RPS,UC-active?,UC-rlx?,int-vars-rlx?,MI-gap(%),Run time(sec),Total-cost,Power-cost,est-cost,decom-cost,FOM,VOM,nuc-fuel-cost,gas-fuel-cost,startup-cost,shed-cost,storage-cost,tran-est-cost,CCS-cost,emission_e,num-est-tran,total-str-lev,total-str-cap,num-est-str,total-flow,NG-cost,NG-import-cost,RNG-import-cost,inv-storage,FOM-storage,shed-cost,pipe-est-cost,emission_g,num-est-pipe,total-ng-shed,total-RNG-import,total-flowGE,Production:,ng,solar,wind,hydro,nuclear,CT,CC,CC-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,established:,ng,solar,wind,hydro,nuclear,CT,CC,CC-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new,decommissioned:,ng,solar,wind,hydro,nuclear,CT,CC,CC-CCS,solar-UPV,wind-new,wind-offshore,nuclear-new
88,GNN-0-0,pca,365,4,RM,0.8,0.0,False,True,0,0,1527.3451690673828,21763685093.376823,1673303685.87444,15737557046.688412,0.0,0.0,474814797.8369747,3832106.779263827,0.0,0.0,1186506463.1488984,8150318.109546356,0.0,0,1214798.110389787,0,381.09103309921534,72.55195084035299,5,370235655.0502209,4352824360.813972,2568472660.299635,730151700.5143455,0.0,1054200000.0,0.0,0.0,12285201.889610209,0,0.0,36507585.02571724,944859.2489078216,Production:,90426083.2077281,868327.4442294362,1779884.1664397256,22185802.890290204,502110.4270523888,191496.9401159871,9995067.194184951,122090.3092027287,118467.63426261181,118473.10124274898,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GNN-0.5-0.5,pca,10,4,RM,0.8,0.0,False,True,0,0,7.932418584823608,24483135525.58568,13816288268.024815,10404000000.002443,300000000.0000001,1313859900.0000734,373455001.6499938,149704671.74400002,2568618399.446641,0.0,1218995814.3916717,56272880.23666939,0.0,0,13500000.000000082,0,2302.723432158329,772.4701380611272,6,4149446.3999999412,10666847257.560863,2568618399.446646,7044028858.114222,0.0,1054200000.0,0.0,0.0,4.0236045606434345e-09,0,0.0,11823586.980669998,16418025.92056783,Production:,26511669.00360069,657876.971376034,1438513.0031581777,18536160.0,19615392.0,0.0,-1.7343320350790444e-08,33610978.771998145,0.0,0.0,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.000000000002819,0.0,0.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0.5-0.5,pca,2,4,RM,0.8,0.0,False,True,0,0,21.94057822227478,35256180280.076454,25811451470.656933,3264800000.0,300000000.0,1088629000.0,123726240.0,149704671.74400002,845573457.504,0.0,20884591558.912937,0.0,0.0,0,6308242.930559998,0,0.0,0.0,0,5748860.64000011,9444728809.419521,1585103193.889803,6805425615.529718,0.0,1054200000.0,0.0,0.0,7191757.069439928,0,0.0,2192725.5896047163,1062678.7200000007,Production:,3637152.0,754467.4887043749,1564040.2544594766,17891424.0,19615392.0,3321792.0,8031168.0,5606400.0,107078.29761310098,107078.29761310098,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0.5-0.5,pca,365,4,RM,0.8,0.0,False,True,0,0,1543.147049665451,16357012151.923416,1641741327.4482808,10355220575.961708,0.0,0.0,474859293.6248347,3985824.9452205985,0.0,0.0,1154745890.7688708,8150318.109546357,0.0,0,5632694.954063773,0,381.09103309921534,72.551950840353,5,380081702.88416666,4360050248.513428,2566005926.5781236,739844321.9353063,0.0,1054200000.0,0.0,0.0,7867305.045936223,0,0.0,36992216.09676529,976878.627936515,Production:,90486379.80999383,868281.2427587702,1780084.9715804649,22185275.906499494,522251.69617670454,214914.23649269715,10038960.0,38400.0,118348.20629009588,118341.6594373418,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GNN-0-0.5,pca,10,4,RM,0.8,0.0,False,True,0,0,6.905967712402344,24483135525.58568,13816288268.024815,10404000000.002443,300000000.0000001,1313859900.0000734,373455001.6499938,149704671.74400002,2568618399.446641,0.0,1218995814.3916717,56272880.23666939,0.0,0,13500000.000000082,0,2302.723432158329,772.4701380611272,6,4149446.3999999412,10666847257.560863,2568618399.446646,7044028858.114222,0.0,1054200000.0,0.0,0.0,4.0236045606434345e-09,0,0.0,11823586.980669998,16418025.92056783,Production:,26511669.00360069,657876.971376034,1438513.0031581777,18536160.0,19615392.0,0.0,-1.7343320350790444e-08,33610978.771998145,0.0,0.0,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.000000000002819,0.0,0.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0-0.5,pca,2,4,RM,0.8,0.0,False,True,0,0,21.116700172424316,34196630082.1948,24336132330.695274,5865800000.0,300000000.0,1166629000.0,174183840.0,149704671.74400002,1173732868.7040002,0.0,16679814818.951283,0.0,0.0,0,6627370.431359999,0,0.0,0.0,0,5748860.64000011,9860497751.499525,1880446663.9698021,6925851087.529723,0.0,1054200000.0,0.0,0.0,6872629.568639915,0,0.0,2242902.869604719,1475094.7200000011,Production:,3637152.0,754467.4887043749,1564040.2544594766,17891424.0,19615392.0,3321792.0,8031168.0,14016000.0,107055.03757475577,107055.03757475577,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,6.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0-0.5,pca,365,4,RM,0.8,0.0,False,True,0,0,1540.5134077072144,19062690186.915257,1660605719.6704845,13047559593.457628,0.0,0.0,474784321.5784798,3976408.444463198,0.0,0.0,1173694671.5382156,8150318.109546356,0.0,0,2351489.20532734,0,381.09103309921534,72.551950840353,5,378807921.27746356,4354524873.787144,2567679335.855213,732645537.9319357,0.0,1054200000.0,0.0,0.0,11148510.794672657,0,0.0,36632276.896596745,923987.0015456385,Production:,90439568.64881773,868477.8885460249,1779090.4944112096,22186905.77011239,521017.8779432923,185225.5143343522,10021157.503387678,96000.0,118230.97858788002,118221.80002925296,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,6.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GNN-0.5-0,pca,10,4,RM,0.8,0.0,False,True,0,0,6.718181610107422,24483135525.58568,13816288268.024815,10404000000.002443,300000000.0000001,1313859900.0000734,373455001.6499938,149704671.74400002,2568618399.446641,0.0,1218995814.3916717,56272880.23666939,0.0,0,13500000.000000082,0,2302.723432158329,772.4701380611272,6,4149446.3999999412,10666847257.560863,2568618399.446646,7044028858.114222,0.0,1054200000.0,0.0,0.0,4.0236045606434345e-09,0,0.0,11823586.980669998,16418025.92056783,Production:,26511669.00360069,657876.971376034,1438513.0031581777,18536160.0,19615392.0,0.0,-1.7343320350790444e-08,33610978.771998145,0.0,0.0,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.000000000002819,0.0,0.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0.5-0,pca,2,4,RM,0.8,0.0,False,True,0,0,20.834461450576782,33193252573.607315,22945022998.756107,8466800000.0,300000000.0,1244629000.0,223920320.691144,149704671.74400002,1494252165.0505328,0.0,12552955709.838085,7013296.482981155,0.0,0,6872199.567529947,0,297.57453459598975,87.52192193999699,88,5748860.64000011,10248229574.851206,2175790134.049801,7018239440.801405,0.0,1054200000.0,0.0,0.0,6627800.432469959,0,0.0,2281398.0168012525,1875828.587196533,Production:,3637152.0,754467.4887043749,1564040.2544594766,17891424.0,19615392.0,3177568.138228799,8031168.0,22425600.000000004,107055.03757475577,107055.03757475577,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0.5-0,pca,365,4,RM,0.8,0.0,False,True,0,0,1468.4154896736145,21763721937.08031,1673322107.7261822,15737575468.540155,0.0,0.0,474816752.32178414,3833073.299777719,0.0,0.0,1186521963.9951448,8150318.109546357,0.0,0,1214798.1103897877,0,381.09103309921534,72.551950840353,5,369709040.00314057,4352824360.813973,2568472660.299632,730151700.5143455,0.0,1054200000.0,0.0,0.0,12285201.889610209,0,0.0,36507585.025717236,944859.2489078216,Production:,90396107.52669261,868565.3435785485,1779873.3605378282,22189183.21006512,502237.06758093927,221812.86190884496,9995067.19418495,122090.30920272869,118291.11489678956,118324.03138250193,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GNN,pca,20,4,RM,0.8,0.0,False,True,0,0,14.584942102432251,25595350162.022736,14157948543.63847,11774760000.000002,300000000.0,1337809900.0,357665000.1690804,149704671.74400008,2469389424.9941235,0.0,235993895.45634001,2015076.269082025,0.0,0,13500000.000000022,0,67.72706397999909,39.83944939999947,6,8298892.800000067,11437401618.384266,2469389424.9941235,7913812193.39014,0.0,1054200000.0,0.0,0.0,5.762558430433273e-09,0,0.0,28362386.56514599,30556803.155926365,Production:,26744199.67123391,761732.7326025731,1682721.6366830433,18536160.0,19615392.0,0.0,0.0,30785536.302151803,5866839.068479674,0.0,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000000000000002,333.0,0.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN,pca,2,4,RM,0.8,0.0,False,True,0,0,29.526657104492188,31521698835.002197,20725514678.73815,14132160000.0,300000000.0,1396829000.0,291032408.550528,149704671.74399993,1930052954.4631348,0.0,4287761699.656935,168026898.78667855,0.0,0,7280732.280657996,0,7624.569427430474,1687.5219219399983,88,5748860.64000011,10796184156.264046,2569581427.489806,7172402728.77424,0.0,1054200000.0,0.0,0.0,6219267.719341949,0,0.0,2316906.230118933,2423048.2505185553,Production:,3637152.0,754467.4887043749,1564040.2544594766,17891424.0,19615392.0,3144625.7101055994,8031168.0,33638400.0,5947633.756459059,18635.178148363775,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,339.0,1.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN,pca,365,4,RM,0.8,0.0,False,True,0,0,1653.3953812122345,27523176569.72339,1645494048.9105406,21526082784.861694,0.0,0.0,448961705.6629889,3886634.88015822,0.0,0.0,1184468069.4969676,8177638.8704091385,0.0,0,683903.0279599468,0,382.157010872255,72.96998133958422,5,377350129.4303753,4351599735.951153,2568412789.8958535,728986946.0553069,0.0,1054200000.0,0.0,0.0,12816096.97204005,0,0.0,36449347.3027653,875636.1307668358,Production:,85523654.05660965,868634.8450301506,1736601.7157754668,21849322.127298202,509255.09436035535,182490.0,9339350.948638238,122295.54898978154,6156655.196405928,20030.263016281668,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,339.0,1.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GNN-0-0,pca,20,4,RM,0.8,0.0,False,True,0,0,14.588260650634766,25595350162.022736,14157948543.63847,11774760000.000002,300000000.0,1337809900.0,357665000.1690804,149704671.74400008,2469389424.9941235,0.0,235993895.45634001,2015076.269082025,0.0,0,13500000.000000022,0,67.72706397999909,39.83944939999947,6,8298892.800000067,11437401618.384266,2469389424.9941235,7913812193.39014,0.0,1054200000.0,0.0,0.0,5.762558430433273e-09,0,0.0,28362386.56514599,30556803.155926365,Production:,26744199.67123391,761732.7326025731,1682721.6366830433,18536160.0,19615392.0,0.0,0.0,30785536.302151803,5866839.068479674,0.0,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000000000000002,333.0,0.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0-0,pca,2,4,RM,0.8,0.0,False,True,0,0,28.885616540908813,31403146850.168488,20606962693.904438,14132160000.0,300000000.0,1396829000.0,291032408.550528,149704671.74400002,1930052954.4631343,0.0,4169209714.8232207,168026898.78667855,0.0,0,7280732.280657999,0,7624.569427430474,1687.5219219399983,88,5748860.64000011,10796184156.264051,2569581427.4898033,7172402728.774249,0.0,1054200000.0,0.0,0.0,6219267.719341923,0,0.0,2323505.5656192703,2423048.2505185553,Production:,3637152.0,754467.4887043749,1564040.2544594766,17891424.0,19615392.0,3144625.7101055994,8031168.0,33638400.0,6163860.0121476585,18635.178148363775,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,339.0,1.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0-0,pca,365,4,RM,0.8,0.0,False,True,0,0,1601.5030035972595,27463094588.72323,1614941479.679512,21496041794.361614,0.0,0.0,443016009.38370395,1885053.63491399,0.0,0.0,1161862777.7905827,8177638.87040914,0.0,0,736887.4607135608,0,382.1570108722549,72.96998133958421,5,374654675.82613796,4352111314.682102,2568808123.7107105,729103190.9713966,0.0,1054200000.0,0.0,0.0,12763112.539286435,0,0.0,36455159.548569776,953986.691224122,Production:,84239462.88433781,869007.0602110771,1779498.9232895987,22188221.785074405,246993.40080109957,111474.79443966273,9983952.0,133238.3646961064,6783423.465179462,20030.263016281668,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,339.0,1.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GNN-0.5-0.5,pca,20,4,RM,0.8,0.0,False,True,0,0,15.344503164291382,25595350162.022736,14157948543.63847,11774760000.000002,300000000.0,1337809900.0,357665000.1690804,149704671.74400008,2469389424.9941235,0.0,235993895.45634001,2015076.269082025,0.0,0,13500000.000000022,0,67.72706397999909,39.83944939999947,6,8298892.800000067,11437401618.384266,2469389424.9941235,7913812193.39014,0.0,1054200000.0,0.0,0.0,5.762558430433273e-09,0,0.0,28362386.56514599,30556803.155926365,Production:,26744199.67123391,761732.7326025731,1682721.6366830433,18536160.0,19615392.0,0.0,0.0,30785536.302151803,5866839.068479674,0.0,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000000000000002,333.0,0.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0.5-0.5,pca,2,4,RM,0.8,0.0,False,True,0,0,29.845080137252808,34162560448.131737,24579241991.35222,6369560000.0,300000000.0,1164579000.0,140545440.0,149704671.74399993,954959927.9039999,0.0,16454852879.608227,0.0,0.0,0,6414618.764159995,0,0.0,0.0,0,5748860.64000011,9583318456.779518,1683551017.249804,6845567439.529713,0.0,1054200000.0,0.0,0.0,7085381.2358399425,0,0.0,2220076.243681048,1200150.7200000007,Production:,3637152.0,754467.4887043749,1564040.2544594766,17891424.0,19615392.0,3321792.0,8031168.0,8409600.0,6163355.656222531,107078.29761310098,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,339.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0.5-0.5,pca,365,4,RM,0.8,0.0,False,True,0,0,1532.924234867096,19423319188.946312,1586670445.8423164,13478729094.473156,0.0,0.0,442583768.9700178,1892081.1762026465,0.0,0.0,1134044277.5867581,8150318.109546356,0.0,0,4411829.533017386,0,381.09103309921534,72.55195084035299,5,373999583.06784594,4357919648.630839,2566553837.930834,737165810.7000139,0.0,1054200000.0,0.0,0.0,9088170.46698261,0,0.0,36858290.53500065,943487.259328706,Production:,84224298.68531439,868214.191004068,1779853.916231409,22182625.995733853,247914.20023619634,108585.42858203582,10038960.0,57600.0,6783312.329825194,118417.15567850218,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,339.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GNN-0-0.5,pca,20,4,RM,0.8,0.0,False,True,0,0,14.717166423797607,25595350162.022736,14157948543.63847,11774760000.000002,300000000.0,1337809900.0,357665000.1690804,149704671.74400008,2469389424.9941235,0.0,235993895.45634001,2015076.269082025,0.0,0,13500000.000000022,0,67.72706397999909,39.83944939999947,6,8298892.800000067,11437401618.384266,2469389424.9941235,7913812193.39014,0.0,1054200000.0,0.0,0.0,5.762558430433273e-09,0,0.0,28362386.56514599,30556803.155926365,Production:,26744199.67123391,761732.7326025731,1682721.6366830433,18536160.0,19615392.0,0.0,0.0,30785536.302151803,5866839.068479674,0.0,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000000000000002,333.0,0.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0-0.5,pca,2,4,RM,0.8,0.0,False,True,0,0,29.980353832244873,34623602118.77571,25178873309.356186,5502560000.0,300000000.0,1138579000.0,123726240.0,149704671.74399993,845573457.504,0.0,17964303397.61219,0.0,0.0,0,6308242.930559998,0,0.0,0.0,0,5748860.64000011,9444728809.419521,1585103193.8898027,6805425615.529719,0.0,1054200000.0,0.0,0.0,7191757.069439928,0,0.0,2192725.5896047167,1062678.7200000004,Production:,3637152.0,754467.4887043749,1564040.2544594766,17891424.0,19615392.0,3321792.0,8031168.0,5606400.0,5947677.88025294,107055.03757475577,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,339.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0-0.5,pca,365,4,RM,0.8,0.0,False,True,0,0,1661.5040764808655,18654117664.797874,1647886681.3190017,12647628332.398937,0.0,0.0,449308529.44448334,3833073.2997777127,0.0,0.0,1186594760.4654016,8150318.109546357,0.0,0,5030080.377967987,0,381.09103309921534,72.551950840353,5,383350933.6041936,4358602651.079935,2565880432.2075944,738522218.8723495,0.0,1054200000.0,0.0,0.0,8469919.622032009,0,0.0,36926110.94361743,887746.9847832342,Production:,85785044.12758453,868200.3739655409,1740683.5376190871,21850438.772654,502237.0675809397,213318.97881011988,9040919.888651503,38400.0,6156308.507342251,110143.23530086108,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,339.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GNN-0.5-0,pca,20,4,RM,0.8,0.0,False,True,0,0,14.706790924072266,25595350162.022736,14157948543.63847,11774760000.000002,300000000.0,1337809900.0,357665000.1690804,149704671.74400008,2469389424.9941235,0.0,235993895.45634001,2015076.269082025,0.0,0,13500000.000000022,0,67.72706397999909,39.83944939999947,6,8298892.800000067,11437401618.384266,2469389424.9941235,7913812193.39014,0.0,1054200000.0,0.0,0.0,5.762558430433273e-09,0,0.0,28362386.56514599,30556803.155926365,Production:,26744199.67123391,761732.7326025731,1682721.6366830433,18536160.0,19615392.0,0.0,0.0,30785536.302151803,5866839.068479674,0.0,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000000000000002,333.0,0.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0.5-0,pca,2,4,RM,0.8,0.0,False,True,0,0,28.766278743743896,31492436125.68142,20696251969.417362,14140240000.0,300000000.0,1397179000.0,291032408.550528,149704671.74400002,1930052954.4631343,0.0,4250068990.336151,168026898.78667867,0.0,0,7280732.280657998,0,7624.569427430475,1687.5219219399985,88,5748860.64000011,10796184156.26406,2569581427.489801,7172402728.774259,0.0,1054200000.0,0.0,0.0,6219267.7193418965,0,0.0,2372290.6507874,2423048.2505185553,Production:,3637152.0,754467.4887043749,1564040.2544594766,17891424.0,19615392.0,3144625.7101055994,8031168.0,33638400.00000001,5977051.510268604,36822.197243287,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,339.0,2.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0.5-0,pca,365,4,RM,0.8,0.0,False,True,0,0,1705.9532034397125,27463551738.101345,1610955054.3685703,21500485369.050674,0.0,0.0,443248723.9268396,2076269.5150055347,0.0,0.0,1157454934.7082646,8175126.218648528,0.0,0,736887.4607135608,0,381.8243619013838,73.12548637143189,5,375018995.0061337,4352111314.682102,2568808123.7107105,729103190.9713966,0.0,1054200000.0,0.0,0.0,12763112.539286435,0,0.0,36455159.548569776,953986.6912241221,Production:,84312190.71385075,869597.0185305235,1779806.8121227673,22190820.496024054,272047.8924273499,75268.07690246394,9983952.0,133238.3646961064,6707066.04150649,40045.129847791075,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,339.0,2.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GNN,pca,40,4,RM,0.8,0.0,False,True,0,0,67.59256958961487,23368165054.07917,13454607797.692093,11311080000.0,300000000.0,1327459900.0,357663005.33063704,149704671.74399996,2469376888.84754,0.0,0.0,8700220.617443448,0.0,0,13499999.999999903,0,292.41592858722413,172.0093697571907,6,16597785.600000795,9913557256.38708,2469376888.8475447,6389980367.539532,0.0,1054200000.0,0.0,0.0,0.0,0,0.0,44659404.944784105,63352818.68662177,Production:,26744229.04812235,771884.7345128927,1616148.097465669,18536160.0,19615392.0,0.0,0.0,30785179.3483376,4597014.768666801,0.0,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,264.0,0.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN,pca,2,4,RM,0.8,0.0,False,True,0,0,82.29764246940613,32253594896.78797,21866775674.576786,11107880000.0,300000000.0,1310229000.0,240739520.691144,149704671.74399993,1603638635.4505324,0.0,8718705002.231905,39517479.90972916,0.0,0,6978575.401129948,0,1683.54339683999,487.52192193999593,88,5748860.64000011,10386819222.211187,2274237957.409808,7058381264.801379,0.0,1054200000.0,0.0,0.0,6521424.598870026,0,0.0,2339144.87637668,2013300.587196534,Production:,3637152.0,754467.4887043749,1564040.2544594766,17891424.0,19615392.0,3177568.138228799,8031168.0,25228800.0,5026697.944948909,107010.91378087243,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,270.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN,pca,365,4,RM,0.8,0.0,False,True,0,0,1599.9384064674377,24315545077.786808,1596608260.483767,18366827038.893402,0.0,0.0,449713650.5165544,2079229.1625630031,0.0,0.0,1136665062.6951473,8150318.109546358,0.0,0,736728.3483028896,0,381.0910330992154,72.551950840353,5,380795533.6930912,4352109778.409637,2568806936.5220747,729102841.8875644,0.0,1054200000.0,0.0,0.0,12763271.651697107,0,0.0,36455142.09437818,953751.404255782,Production:,85553353.88056894,868202.0841616105,1772308.2498285107,22170461.330658935,272435.68691863294,126974.54390184834,9983952.0,133205.503387679,5406266.19930716,118294.85945903875,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,270.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GNN-0-0,pca,40,4,RM,0.8,0.0,False,True,0,0,66.03804564476013,23368165054.07917,13454607797.692093,11311080000.0,300000000.0,1327459900.0,357663005.33063704,149704671.74399996,2469376888.84754,0.0,0.0,8700220.617443448,0.0,0,13499999.999999903,0,292.41592858722413,172.0093697571907,6,16597785.600000795,9913557256.38708,2469376888.8475447,6389980367.539532,0.0,1054200000.0,0.0,0.0,0.0,0,0.0,44659404.944784105,63352818.68662177,Production:,26744229.04812235,771884.7345128927,1616148.097465669,18536160.0,19615392.0,0.0,0.0,30785179.3483376,4597014.768666801,0.0,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,264.0,0.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0-0,pca,2,4,RM,0.8,0.0,False,True,0,0,80.72937488555908,32915434375.961494,22783270540.256535,9373880000.0,300000000.0,1258229000.0,207680439.318042,149704671.74400002,1391003459.6387916,0.0,11493776429.194496,0.0,0.0,0,6825512.090696502,0,0.0,0.0,0,5748860.64000011,10132163835.70496,2077342310.6898165,7000621525.015142,0.0,1054200000.0,0.0,0.0,6674487.909303556,0,0.0,2274057.218556976,1747741.5489522815,Production:,3637152.0,754467.4887043749,1564040.2544594766,17891424.0,19615392.0,3293431.863608401,8031168.0,19622400.0,4900564.337516452,107582.6535382281,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,270.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,GNN-0-0,pca,365,4,RM,0.8,0.0,False,True,0,0,1971.6902205944061,22570159865.891846,1616721645.9198186,16601134432.945923,0.0,0.0,449396667.924541,2048772.6506289032,0.0,0.0,1157125887.235202,8150318.109546358,0.0,0,867071.9137180671,0,381.09103309921534,72.551950840353,5,378550952.2194458,4352303787.026103,2568714978.562375,729388808.4637275,0.0,1054200000.0,0.0,0.0,12632928.08628193,0,0.0,36469440.42318634,951176.7129359157,Production:,85479194.8001226,868048.3328988431,1779877.7600474416,22182080.95544665,268445.05380357755,141908.05050990498,9987170.364149833,129987.13923784625,5407395.700013786,118530.40693207619,0.0,0.0,established:,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,270.0,6.0,0.0,0.0,decommissioned:,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
