Storage type,energy capex,power capex,charging efficiency,discharging efficiency,energy FOM,power FOM,lifetime
"Representative Li-Ion Battery Storage, 60 MW, 240 MWh storage (4 hours)",129000,156000,0.85,0.85,3220,3900,15
