Day of Year,Date,Weight
2,2050-01-03,4
3,2050-01-04,3
10,2050-01-11,7
14,2050-01-15,2
16,2050-01-17,8
29,2050-01-30,11
34,2050-02-04,9
45,2050-02-15,8
51,2050-02-21,8
55,2050-02-25,11
74,2050-03-16,5
95,2050-04-06,21
109,2050-04-20,12
132,2050-05-13,9
148,2050-05-29,1
149,2050-05-30,1
158,2050-06-08,22
165,2050-06-15,12
174,2050-06-24,2
175,2050-06-25,4
184,2050-07-04,4
186,2050-07-06,4
188,2050-07-08,8
194,2050-07-14,4
197,2050-07-17,3
212,2050-08-01,2
215,2050-08-04,4
216,2050-08-05,2
220,2050-08-09,8
227,2050-08-16,4
232,2050-08-21,4
233,2050-08-22,1
234,2050-08-23,4
236,2050-08-25,4
239,2050-08-28,2
241,2050-08-30,3
244,2050-09-02,2
250,2050-09-08,6
256,2050-09-14,3
259,2050-09-17,14
279,2050-10-07,10
283,2050-10-11,20
297,2050-10-25,20
300,2050-10-28,12
314,2050-11-11,4
320,2050-11-17,14
321,2050-11-18,7
337,2050-12-04,7
354,2050-12-21,13
356,2050-12-23,5
364,2050-12-31,7
