Day of Year,Date,Weight
9,2050-01-10,19
23,2050-01-24,14
36,2050-02-06,20
43,2050-02-13,9
68,2050-03-10,21
91,2050-04-02,12
92,2050-04-03,11
128,2050-05-09,24
137,2050-05-18,12
139,2050-05-20,8
179,2050-06-29,3
180,2050-06-30,10
184,2050-07-04,8
196,2050-07-16,7
205,2050-07-25,7
225,2050-08-14,7
235,2050-08-24,13
238,2050-08-27,9
239,2050-08-28,7
254,2050-09-12,17
266,2050-09-24,17
270,2050-09-28,17
274,2050-10-02,13
286,2050-10-14,10
289,2050-10-17,19
292,2050-10-20,12
324,2050-11-21,12
341,2050-12-08,9
353,2050-12-20,11
356,2050-12-23,7
