Day of Year,Date,Weight
9,2050-01-10,15
15,2050-01-16,4
22,2050-01-23,1
28,2050-01-29,8
31,2050-02-01,8
36,2050-02-06,14
49,2050-02-19,5
59,2050-03-01,10
60,2050-03-02,9
68,2050-03-10,10
73,2050-03-15,15
86,2050-03-28,2
104,2050-04-15,7
109,2050-04-20,6
111,2050-04-22,8
116,2050-04-27,13
123,2050-05-04,8
125,2050-05-06,3
128,2050-05-09,8
150,2050-05-31,7
165,2050-06-15,7
167,2050-06-17,6
171,2050-06-21,2
172,2050-06-22,1
177,2050-06-27,9
181,2050-07-01,4
185,2050-07-05,5
186,2050-07-06,7
190,2050-07-10,7
198,2050-07-18,2
199,2050-07-19,1
205,2050-07-25,6
209,2050-07-29,7
217,2050-08-06,3
229,2050-08-18,10
235,2050-08-24,10
239,2050-08-28,2
250,2050-09-08,3
254,2050-09-12,4
268,2050-09-26,15
270,2050-09-28,9
272,2050-09-30,6
276,2050-10-04,9
280,2050-10-08,5
283,2050-10-11,7
286,2050-10-14,18
302,2050-10-30,4
329,2050-11-26,10
345,2050-12-12,9
347,2050-12-14,6
358,2050-12-25,10
