Day of Year,Date,Weight
13,2050-01-14,5
15,2050-01-16,3
19,2050-01-20,4
33,2050-02-03,20
35,2050-02-05,5
36,2050-02-06,17
55,2050-02-25,14
57,2050-02-27,13
63,2050-03-05,5
67,2050-03-09,5
84,2050-03-26,8
90,2050-04-01,5
98,2050-04-09,5
114,2050-04-25,11
115,2050-04-26,9
125,2050-05-06,4
150,2050-05-31,5
161,2050-06-11,5
163,2050-06-13,9
172,2050-06-22,2
180,2050-06-30,3
183,2050-07-03,6
189,2050-07-09,3
190,2050-07-10,3
197,2050-07-17,5
203,2050-07-23,3
209,2050-07-29,6
214,2050-08-03,2
216,2050-08-05,2
218,2050-08-07,4
219,2050-08-08,7
220,2050-08-09,7
223,2050-08-12,7
232,2050-08-21,3
233,2050-08-22,4
243,2050-09-01,6
261,2050-09-19,2
266,2050-09-24,8
268,2050-09-26,31
276,2050-10-04,15
278,2050-10-06,12
287,2050-10-15,11
298,2050-10-26,17
314,2050-11-11,6
322,2050-11-19,7
325,2050-11-22,11
333,2050-11-30,15
363,2050-12-30,5
