Day of Year,Date,Weight
3,2050-01-04,6
6,2050-01-07,2
21,2050-01-22,3
23,2050-01-24,6
25,2050-01-26,3
35,2050-02-05,6
41,2050-02-11,6
46,2050-02-16,11
56,2050-02-26,3
63,2050-03-05,6
72,2050-03-14,11
79,2050-03-21,5
82,2050-03-24,2
86,2050-03-28,2
93,2050-04-04,9
98,2050-04-09,3
99,2050-04-10,9
104,2050-04-15,4
110,2050-04-21,4
111,2050-04-22,6
115,2050-04-26,4
117,2050-04-28,5
122,2050-05-03,3
123,2050-05-04,4
128,2050-05-09,10
133,2050-05-14,2
144,2050-05-25,4
145,2050-05-26,4
147,2050-05-28,3
153,2050-06-03,4
172,2050-06-22,2
176,2050-06-26,5
184,2050-07-04,3
185,2050-07-05,4
196,2050-07-16,5
198,2050-07-18,2
205,2050-07-25,4
207,2050-07-27,4
210,2050-07-30,4
213,2050-08-02,5
214,2050-08-03,4
215,2050-08-04,1
216,2050-08-05,1
225,2050-08-14,3
230,2050-08-19,3
232,2050-08-21,2
235,2050-08-24,6
236,2050-08-25,3
239,2050-08-28,7
240,2050-08-29,2
252,2050-09-10,3
257,2050-09-15,5
259,2050-09-17,3
262,2050-09-20,5
268,2050-09-26,6
270,2050-09-28,8
273,2050-10-01,3
278,2050-10-06,4
285,2050-10-13,9
287,2050-10-15,5
288,2050-10-16,8
300,2050-10-28,9
310,2050-11-07,2
312,2050-11-09,6
314,2050-11-11,4
317,2050-11-14,3
325,2050-11-22,8
331,2050-11-28,10
334,2050-12-01,7
335,2050-12-02,2
336,2050-12-03,4
337,2050-12-04,4
338,2050-12-05,12
353,2050-12-20,4
354,2050-12-21,10
363,2050-12-30,1
