Day of Year,Date,Weight
2,2050-01-03,4
3,2050-01-04,2
9,2050-01-10,9
11,2050-01-12,6
18,2050-01-19,1
20,2050-01-21,2
23,2050-01-24,5
28,2050-01-29,4
29,2050-01-30,12
39,2050-02-09,8
48,2050-02-18,9
62,2050-03-04,5
84,2050-03-26,5
95,2050-04-06,12
102,2050-04-13,9
109,2050-04-20,10
119,2050-04-30,2
132,2050-05-13,6
135,2050-05-16,17
136,2050-05-17,14
139,2050-05-20,5
144,2050-05-25,4
145,2050-05-26,9
150,2050-05-31,4
172,2050-06-22,1
178,2050-06-28,8
182,2050-07-02,3
184,2050-07-04,4
186,2050-07-06,3
188,2050-07-08,5
189,2050-07-09,1
194,2050-07-14,2
198,2050-07-18,4
204,2050-07-24,1
209,2050-07-29,2
212,2050-08-01,2
213,2050-08-02,1
217,2050-08-06,2
220,2050-08-09,8
221,2050-08-10,4
227,2050-08-16,3
232,2050-08-21,5
234,2050-08-23,4
236,2050-08-25,5
241,2050-08-30,3
245,2050-09-03,3
250,2050-09-08,6
251,2050-09-09,3
252,2050-09-10,3
259,2050-09-17,6
266,2050-09-24,9
268,2050-09-26,15
279,2050-10-07,9
289,2050-10-17,14
293,2050-10-21,2
308,2050-11-05,5
320,2050-11-17,13
329,2050-11-26,7
332,2050-11-29,5
337,2050-12-04,8
344,2050-12-11,6
354,2050-12-21,8
364,2050-12-31,8
