Day of Year,Date,Weight
9,2050-01-10,12
15,2050-01-16,4
23,2050-01-24,7
28,2050-01-29,9
46,2050-02-16,12
59,2050-03-01,8
60,2050-03-02,10
87,2050-03-29,6
97,2050-04-08,9
105,2050-04-16,10
109,2050-04-20,14
115,2050-04-26,12
125,2050-05-06,5
135,2050-05-16,14
139,2050-05-20,10
141,2050-05-22,19
148,2050-05-29,1
151,2050-06-01,12
172,2050-06-22,1
173,2050-06-23,2
184,2050-07-04,8
185,2050-07-05,5
197,2050-07-17,4
203,2050-07-23,3
219,2050-08-08,12
221,2050-08-10,4
222,2050-08-11,2
228,2050-08-17,5
235,2050-08-24,13
240,2050-08-29,6
264,2050-09-22,16
297,2050-10-25,21
298,2050-10-26,11
300,2050-10-28,13
309,2050-11-06,15
328,2050-11-25,10
329,2050-11-26,11
346,2050-12-13,4
354,2050-12-21,9
358,2050-12-25,9
362,2050-12-29,7
