Day of Year,Date,Weight
2,2050-01-03,3
4,2050-01-05,1
7,2050-01-08,2
8,2050-01-09,10
14,2050-01-15,1
15,2050-01-16,2
16,2050-01-17,3
18,2050-01-19,1
20,2050-01-21,1
25,2050-01-26,6
28,2050-01-29,4
39,2050-02-09,7
43,2050-02-13,3
48,2050-02-18,4
54,2050-02-24,2
57,2050-02-27,7
62,2050-03-04,4
65,2050-03-07,7
68,2050-03-10,3
85,2050-03-27,9
87,2050-03-29,4
90,2050-04-01,4
95,2050-04-06,11
98,2050-04-09,2
102,2050-04-13,7
109,2050-04-20,7
111,2050-04-22,5
117,2050-04-28,6
119,2050-04-30,2
123,2050-05-04,5
132,2050-05-13,4
136,2050-05-17,10
145,2050-05-26,6
148,2050-05-29,1
149,2050-05-30,1
151,2050-06-01,2
153,2050-06-03,5
159,2050-06-09,1
165,2050-06-15,11
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
174,2050-06-24,2
175,2050-06-25,3
181,2050-07-01,4
183,2050-07-03,1
184,2050-07-04,4
186,2050-07-06,3
187,2050-07-07,2
192,2050-07-12,1
196,2050-07-16,2
198,2050-07-18,2
199,2050-07-19,2
204,2050-07-24,1
205,2050-07-25,3
209,2050-07-29,2
211,2050-07-31,2
213,2050-08-02,1
214,2050-08-03,1
216,2050-08-05,2
218,2050-08-07,2
223,2050-08-12,3
225,2050-08-14,2
226,2050-08-15,2
230,2050-08-19,1
232,2050-08-21,4
233,2050-08-22,1
234,2050-08-23,3
236,2050-08-25,4
237,2050-08-26,1
240,2050-08-29,3
241,2050-08-30,3
250,2050-09-08,5
252,2050-09-10,3
254,2050-09-12,9
256,2050-09-14,3
258,2050-09-16,3
259,2050-09-17,9
268,2050-09-26,12
282,2050-10-10,11
287,2050-10-15,3
300,2050-10-28,6
310,2050-11-07,1
311,2050-11-08,5
314,2050-11-11,4
320,2050-11-17,9
322,2050-11-19,6
328,2050-11-25,3
334,2050-12-01,2
335,2050-12-02,3
337,2050-12-04,7
345,2050-12-12,3
349,2050-12-16,3
358,2050-12-25,3
360,2050-12-27,3
364,2050-12-31,5
