Day of Year,Date,Weight
2,2050-01-03,9
6,2050-01-07,1
13,2050-01-14,5
26,2050-01-27,5
33,2050-02-03,1
35,2050-02-05,6
40,2050-02-10,7
43,2050-02-13,4
46,2050-02-16,16
63,2050-03-05,4
69,2050-03-11,4
90,2050-04-01,4
92,2050-04-03,5
95,2050-04-06,2
98,2050-04-09,1
99,2050-04-10,6
108,2050-04-19,1
110,2050-04-21,3
117,2050-04-28,6
126,2050-05-07,2
127,2050-05-08,5
129,2050-05-10,8
136,2050-05-17,12
139,2050-05-20,5
143,2050-05-24,6
151,2050-06-01,6
161,2050-06-11,4
165,2050-06-15,8
167,2050-06-17,1
171,2050-06-21,2
180,2050-06-30,7
184,2050-07-04,3
196,2050-07-16,5
198,2050-07-18,2
201,2050-07-21,1
205,2050-07-25,5
207,2050-07-27,3
213,2050-08-02,10
218,2050-08-07,2
225,2050-08-14,4
234,2050-08-23,7
239,2050-08-28,7
240,2050-08-29,2
257,2050-09-15,7
259,2050-09-17,5
262,2050-09-20,6
264,2050-09-22,10
266,2050-09-24,7
270,2050-09-28,11
273,2050-10-01,4
278,2050-10-06,4
286,2050-10-14,5
287,2050-10-15,4
289,2050-10-17,8
291,2050-10-19,17
300,2050-10-28,5
306,2050-11-03,2
307,2050-11-04,3
308,2050-11-05,6
311,2050-11-08,8
319,2050-11-16,2
321,2050-11-18,2
338,2050-12-05,8
339,2050-12-06,11
355,2050-12-22,12
356,2050-12-23,3
357,2050-12-24,2
360,2050-12-27,1
361,2050-12-28,5
