Day of Year,Date,Weight
4,2050-01-05,4
9,2050-01-10,25
12,2050-01-13,13
13,2050-01-14,10
15,2050-01-16,3
27,2050-01-28,15
46,2050-02-16,26
94,2050-04-05,17
109,2050-04-20,15
132,2050-05-13,10
142,2050-05-23,13
154,2050-06-04,12
155,2050-06-05,21
172,2050-06-22,2
173,2050-06-23,2
177,2050-06-27,11
193,2050-07-13,8
205,2050-07-25,6
215,2050-08-04,2
217,2050-08-06,2
223,2050-08-12,9
229,2050-08-18,16
234,2050-08-23,12
237,2050-08-26,7
245,2050-09-03,10
257,2050-09-15,11
259,2050-09-17,10
270,2050-09-28,14
297,2050-10-25,18
307,2050-11-04,17
325,2050-11-22,13
329,2050-11-26,11
