Day of Year,Date,Weight
5,2050-01-06,6
9,2050-01-10,12
13,2050-01-14,6
16,2050-01-17,4
34,2050-02-04,6
45,2050-02-15,10
60,2050-03-02,5
77,2050-03-19,4
78,2050-03-20,2
96,2050-04-07,6
100,2050-04-11,3
105,2050-04-16,4
108,2050-04-19,2
116,2050-04-27,8
136,2050-05-17,6
140,2050-05-21,2
141,2050-05-22,12
144,2050-05-25,9
147,2050-05-28,3
153,2050-06-03,2
169,2050-06-19,5
172,2050-06-22,1
175,2050-06-25,11
176,2050-06-26,5
178,2050-06-28,4
179,2050-06-29,3
188,2050-07-08,3
189,2050-07-09,3
194,2050-07-14,4
195,2050-07-15,5
197,2050-07-17,2
198,2050-07-18,1
199,2050-07-19,1
200,2050-07-20,4
204,2050-07-24,6
205,2050-07-25,4
212,2050-08-01,6
213,2050-08-02,7
218,2050-08-07,1
234,2050-08-23,8
250,2050-09-08,4
254,2050-09-12,5
258,2050-09-16,8
262,2050-09-20,9
264,2050-09-22,10
266,2050-09-24,3
272,2050-09-30,9
278,2050-10-06,4
281,2050-10-09,7
282,2050-10-10,8
284,2050-10-12,4
287,2050-10-15,4
291,2050-10-19,13
293,2050-10-21,6
307,2050-11-04,3
313,2050-11-10,7
321,2050-11-18,6
322,2050-11-19,3
325,2050-11-22,9
328,2050-11-25,4
329,2050-11-26,8
330,2050-11-27,2
331,2050-11-28,8
334,2050-12-01,6
351,2050-12-18,5
353,2050-12-20,9
362,2050-12-29,4
363,2050-12-30,1
