Day of Year,Date,Weight
0,2050-01-01,6
9,2050-01-10,15
13,2050-01-14,6
17,2050-01-18,5
34,2050-02-04,7
46,2050-02-16,16
85,2050-03-27,8
98,2050-04-09,5
110,2050-04-21,4
128,2050-05-09,14
137,2050-05-18,7
139,2050-05-20,5
143,2050-05-24,10
158,2050-06-08,13
162,2050-06-12,5
180,2050-06-30,9
196,2050-07-16,8
197,2050-07-17,4
205,2050-07-25,6
218,2050-08-07,2
225,2050-08-14,7
234,2050-08-23,8
235,2050-08-24,9
238,2050-08-27,9
239,2050-08-28,9
254,2050-09-12,13
262,2050-09-20,8
266,2050-09-24,9
270,2050-09-28,15
274,2050-10-02,7
287,2050-10-15,6
291,2050-10-19,21
293,2050-10-21,9
294,2050-10-22,5
314,2050-11-11,5
319,2050-11-16,4
320,2050-11-17,10
321,2050-11-18,5
324,2050-11-21,9
338,2050-12-05,9
354,2050-12-21,13
355,2050-12-22,11
362,2050-12-29,9
