Day of Year,Date,Weight
0,2050-01-01,4
2,2050-01-03,9
7,2050-01-08,2
21,2050-01-22,5
29,2050-01-30,3
31,2050-02-01,2
32,2050-02-02,6
39,2050-02-09,9
45,2050-02-15,4
51,2050-02-21,2
60,2050-03-02,3
63,2050-03-05,4
68,2050-03-10,9
70,2050-03-12,3
85,2050-03-27,4
90,2050-04-01,3
99,2050-04-10,9
100,2050-04-11,4
101,2050-04-12,10
110,2050-04-21,4
111,2050-04-22,5
112,2050-04-23,2
118,2050-04-29,2
127,2050-05-08,3
128,2050-05-09,10
131,2050-05-12,4
136,2050-05-17,5
143,2050-05-24,7
158,2050-06-08,5
161,2050-06-11,5
171,2050-06-21,2
175,2050-06-25,3
176,2050-06-26,5
181,2050-07-01,2
184,2050-07-04,2
186,2050-07-06,7
188,2050-07-08,1
190,2050-07-10,3
193,2050-07-13,4
196,2050-07-16,5
198,2050-07-18,2
205,2050-07-25,6
206,2050-07-26,6
207,2050-07-27,5
210,2050-07-30,5
216,2050-08-05,1
220,2050-08-09,1
223,2050-08-12,2
225,2050-08-14,3
226,2050-08-15,1
228,2050-08-17,2
231,2050-08-20,3
257,2050-09-15,6
259,2050-09-17,3
269,2050-09-27,9
270,2050-09-28,10
272,2050-09-30,2
274,2050-10-02,4
276,2050-10-04,6
277,2050-10-05,6
278,2050-10-06,5
279,2050-10-07,2
281,2050-10-09,4
282,2050-10-10,2
286,2050-10-14,6
287,2050-10-15,4
298,2050-10-26,4
300,2050-10-28,8
303,2050-10-31,1
314,2050-11-11,5
324,2050-11-21,3
331,2050-11-28,11
333,2050-11-30,3
336,2050-12-03,3
338,2050-12-05,7
340,2050-12-07,4
341,2050-12-08,3
349,2050-12-16,8
351,2050-12-18,2
352,2050-12-19,2
354,2050-12-21,10
359,2050-12-26,4
