Day of Year,Date,Weight
0,2050-01-01,5
2,2050-01-03,8
14,2050-01-15,2
16,2050-01-17,4
23,2050-01-24,7
31,2050-02-01,2
35,2050-02-05,6
39,2050-02-09,12
56,2050-02-26,2
60,2050-03-02,4
63,2050-03-05,4
68,2050-03-10,6
69,2050-03-11,4
70,2050-03-12,4
83,2050-03-25,2
96,2050-04-07,5
100,2050-04-11,3
102,2050-04-13,2
109,2050-04-20,4
111,2050-04-22,5
112,2050-04-23,2
114,2050-04-25,5
119,2050-04-30,2
122,2050-05-03,3
125,2050-05-06,1
128,2050-05-09,10
133,2050-05-14,1
142,2050-05-23,6
154,2050-06-04,1
158,2050-06-08,10
160,2050-06-10,4
162,2050-06-12,5
166,2050-06-16,4
170,2050-06-20,1
172,2050-06-22,1
175,2050-06-25,4
180,2050-06-30,6
182,2050-07-02,3
184,2050-07-04,3
193,2050-07-13,3
194,2050-07-14,2
196,2050-07-16,3
197,2050-07-17,2
203,2050-07-23,2
204,2050-07-24,10
207,2050-07-27,6
208,2050-07-28,2
210,2050-07-30,7
213,2050-08-02,5
215,2050-08-04,2
216,2050-08-05,1
218,2050-08-07,2
228,2050-08-17,1
235,2050-08-24,5
247,2050-09-05,6
258,2050-09-16,5
261,2050-09-19,10
263,2050-09-21,8
264,2050-09-22,9
278,2050-10-06,2
287,2050-10-15,3
289,2050-10-17,9
291,2050-10-19,11
298,2050-10-26,7
300,2050-10-28,7
304,2050-11-01,2
313,2050-11-10,6
314,2050-11-11,5
315,2050-11-12,1
319,2050-11-16,5
322,2050-11-19,2
331,2050-11-28,9
334,2050-12-01,3
336,2050-12-03,4
339,2050-12-06,5
341,2050-12-08,7
344,2050-12-11,2
346,2050-12-13,4
347,2050-12-14,5
350,2050-12-17,1
356,2050-12-23,4
358,2050-12-25,5
360,2050-12-27,1
363,2050-12-30,1
