Day of Year,Date,Weight
6,2050-01-07,2
8,2050-01-09,6
18,2050-01-19,2
36,2050-02-06,13
40,2050-02-10,12
53,2050-02-23,12
63,2050-03-05,5
69,2050-03-11,6
74,2050-03-16,4
84,2050-03-26,5
91,2050-04-02,9
95,2050-04-06,2
103,2050-04-14,5
104,2050-04-15,5
110,2050-04-21,5
124,2050-05-05,1
128,2050-05-09,11
133,2050-05-14,2
136,2050-05-17,10
137,2050-05-18,9
147,2050-05-28,4
153,2050-06-03,3
161,2050-06-11,4
166,2050-06-16,9
174,2050-06-24,6
183,2050-07-03,2
189,2050-07-09,4
190,2050-07-10,3
191,2050-07-11,3
196,2050-07-16,9
205,2050-07-25,7
213,2050-08-02,9
214,2050-08-03,5
216,2050-08-05,2
218,2050-08-07,1
225,2050-08-14,5
229,2050-08-18,2
248,2050-09-06,3
250,2050-09-08,6
259,2050-09-17,5
261,2050-09-19,11
262,2050-09-20,5
266,2050-09-24,8
270,2050-09-28,13
274,2050-10-02,6
286,2050-10-14,4
287,2050-10-15,4
288,2050-10-16,15
291,2050-10-19,17
311,2050-11-08,10
317,2050-11-14,4
319,2050-11-16,3
330,2050-11-27,6
331,2050-11-28,11
338,2050-12-05,11
342,2050-12-09,7
351,2050-12-18,3
356,2050-12-23,6
364,2050-12-31,3
