Day of Year,Date,Weight
15,2050-01-16,2
19,2050-01-20,5
29,2050-01-30,14
34,2050-02-04,9
55,2050-02-25,14
64,2050-03-06,16
95,2050-04-06,11
114,2050-04-25,12
132,2050-05-13,10
136,2050-05-17,14
138,2050-05-19,8
145,2050-05-26,9
165,2050-06-15,11
181,2050-07-01,4
186,2050-07-06,3
188,2050-07-08,5
198,2050-07-18,5
206,2050-07-26,5
209,2050-07-29,6
211,2050-07-31,2
216,2050-08-05,2
220,2050-08-09,8
221,2050-08-10,6
227,2050-08-16,4
234,2050-08-23,4
236,2050-08-25,6
247,2050-09-05,8
250,2050-09-08,6
252,2050-09-10,6
254,2050-09-12,12
256,2050-09-14,3
258,2050-09-16,7
259,2050-09-17,14
266,2050-09-24,9
268,2050-09-26,21
284,2050-10-12,13
286,2050-10-14,8
320,2050-11-17,11
337,2050-12-04,8
354,2050-12-21,19
356,2050-12-23,6
360,2050-12-27,11
364,2050-12-31,8
