Day of Year,Date,Weight
9,2050-01-10,24
36,2050-02-06,15
50,2050-02-20,27
58,2050-02-28,10
91,2050-04-02,14
97,2050-04-08,8
105,2050-04-16,8
126,2050-05-07,11
128,2050-05-09,16
131,2050-05-12,4
137,2050-05-18,14
141,2050-05-22,21
150,2050-05-31,9
172,2050-06-22,2
184,2050-07-04,8
185,2050-07-05,5
186,2050-07-06,12
209,2050-07-29,7
219,2050-08-08,12
221,2050-08-10,8
231,2050-08-20,9
235,2050-08-24,15
264,2050-09-22,16
274,2050-10-02,24
316,2050-11-13,16
328,2050-11-25,7
343,2050-12-10,10
349,2050-12-16,17
354,2050-12-21,16
