Day of Year,Date,Weight
5,2050-01-06,11
6,2050-01-07,5
39,2050-02-09,20
58,2050-02-28,7
69,2050-03-11,5
92,2050-04-03,19
101,2050-04-12,8
118,2050-04-29,19
126,2050-05-07,6
127,2050-05-08,12
130,2050-05-11,9
141,2050-05-22,14
144,2050-05-25,16
158,2050-06-08,12
167,2050-06-17,8
171,2050-06-21,3
172,2050-06-22,2
190,2050-07-10,16
192,2050-07-12,18
209,2050-07-29,8
212,2050-08-01,7
221,2050-08-10,7
228,2050-08-17,12
280,2050-10-08,7
285,2050-10-13,22
288,2050-10-16,11
314,2050-11-11,10
328,2050-11-25,12
346,2050-12-13,13
349,2050-12-16,14
353,2050-12-20,19
358,2050-12-25,11
363,2050-12-30,2
