Day of Year,Date,Weight
3,2050-01-04,2
4,2050-01-05,5
9,2050-01-10,21
12,2050-01-13,19
46,2050-02-16,17
50,2050-02-20,23
52,2050-02-22,7
55,2050-02-25,16
60,2050-03-02,7
63,2050-03-05,5
84,2050-03-26,17
114,2050-04-25,13
115,2050-04-26,9
119,2050-04-30,6
134,2050-05-15,33
153,2050-06-03,13
161,2050-06-11,5
164,2050-06-14,14
172,2050-06-22,2
196,2050-07-16,3
197,2050-07-17,4
203,2050-07-23,3
218,2050-08-07,5
219,2050-08-08,11
220,2050-08-09,10
221,2050-08-10,4
223,2050-08-12,10
243,2050-09-01,9
283,2050-10-11,21
297,2050-10-25,17
307,2050-11-04,11
322,2050-11-19,7
335,2050-12-02,16
