Day of Year,Date,Weight
15,2050-01-16,2
18,2050-01-19,2
29,2050-01-30,14
34,2050-02-04,10
55,2050-02-25,11
64,2050-03-06,19
102,2050-04-13,29
132,2050-05-13,10
135,2050-05-16,25
151,2050-06-01,11
165,2050-06-15,11
181,2050-07-01,7
183,2050-07-03,9
188,2050-07-08,4
194,2050-07-14,3
206,2050-07-26,7
207,2050-07-27,7
211,2050-07-31,2
215,2050-08-04,4
220,2050-08-09,8
221,2050-08-10,6
234,2050-08-23,4
237,2050-08-26,3
252,2050-09-10,5
259,2050-09-17,22
268,2050-09-26,24
279,2050-10-07,14
283,2050-10-11,24
320,2050-11-17,11
328,2050-11-25,5
337,2050-12-04,7
354,2050-12-21,19
360,2050-12-27,14
364,2050-12-31,12
