Day of Year,Date,Weight
3,2050-01-04,4
21,2050-01-22,5
36,2050-02-06,21
60,2050-03-02,6
69,2050-03-11,4
91,2050-04-02,10
94,2050-04-05,2
96,2050-04-07,9
105,2050-04-16,4
108,2050-04-19,3
110,2050-04-21,4
126,2050-05-07,4
128,2050-05-09,12
131,2050-05-12,4
136,2050-05-17,11
137,2050-05-18,8
138,2050-05-19,10
139,2050-05-20,5
143,2050-05-24,11
161,2050-06-11,4
171,2050-06-21,2
173,2050-06-23,1
186,2050-07-06,19
192,2050-07-12,6
196,2050-07-16,9
205,2050-07-25,6
207,2050-07-27,12
212,2050-08-01,6
231,2050-08-20,5
259,2050-09-17,5
261,2050-09-19,12
262,2050-09-20,9
270,2050-09-28,11
286,2050-10-14,7
287,2050-10-15,4
291,2050-10-19,24
293,2050-10-21,8
295,2050-10-23,12
312,2050-11-09,6
319,2050-11-16,3
331,2050-11-28,11
338,2050-12-05,10
340,2050-12-07,6
354,2050-12-21,14
356,2050-12-23,8
362,2050-12-29,8
