Day of Year,Date,Weight
6,2050-01-07,2
9,2050-01-10,11
13,2050-01-14,6
14,2050-01-15,2
16,2050-01-17,6
23,2050-01-24,5
24,2050-01-25,5
31,2050-02-01,3
39,2050-02-09,10
42,2050-02-12,2
51,2050-02-21,3
63,2050-03-05,4
68,2050-03-10,7
70,2050-03-12,3
71,2050-03-13,5
78,2050-03-20,3
85,2050-03-27,4
92,2050-04-03,4
98,2050-04-09,2
99,2050-04-10,7
117,2050-04-28,4
118,2050-04-29,1
125,2050-05-06,1
127,2050-05-08,6
131,2050-05-12,3
133,2050-05-14,1
137,2050-05-18,7
138,2050-05-19,5
139,2050-05-20,3
143,2050-05-24,6
144,2050-05-25,3
145,2050-05-26,2
151,2050-06-01,5
153,2050-06-03,3
154,2050-06-04,2
159,2050-06-09,4
161,2050-06-11,4
162,2050-06-12,5
166,2050-06-16,5
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
174,2050-06-24,4
178,2050-06-28,2
184,2050-07-04,3
186,2050-07-06,6
193,2050-07-13,3
196,2050-07-16,4
197,2050-07-17,3
199,2050-07-19,1
200,2050-07-20,4
203,2050-07-23,2
204,2050-07-24,10
216,2050-08-05,1
217,2050-08-06,1
218,2050-08-07,1
219,2050-08-08,2
226,2050-08-15,1
228,2050-08-17,2
231,2050-08-20,1
234,2050-08-23,6
237,2050-08-26,4
240,2050-08-29,2
241,2050-08-30,2
243,2050-09-01,1
249,2050-09-07,1
250,2050-09-08,2
259,2050-09-17,3
262,2050-09-20,10
263,2050-09-21,5
266,2050-09-24,6
270,2050-09-28,8
273,2050-10-01,3
278,2050-10-06,3
287,2050-10-15,4
289,2050-10-17,8
291,2050-10-19,10
293,2050-10-21,6
294,2050-10-22,3
308,2050-11-05,6
314,2050-11-11,5
319,2050-11-16,3
321,2050-11-18,3
339,2050-12-06,5
341,2050-12-08,3
346,2050-12-13,4
347,2050-12-14,4
349,2050-12-16,8
355,2050-12-22,11
358,2050-12-25,7
360,2050-12-27,1
