Day of Year,Date,Weight
0,2050-01-01,5
2,2050-01-03,8
17,2050-01-18,4
21,2050-01-22,6
27,2050-01-28,3
28,2050-01-29,3
40,2050-02-10,6
43,2050-02-13,6
45,2050-02-15,7
48,2050-02-18,4
61,2050-03-03,5
63,2050-03-05,5
69,2050-03-11,4
72,2050-03-14,11
79,2050-03-21,6
85,2050-03-27,2
91,2050-04-02,5
99,2050-04-10,6
102,2050-04-13,2
104,2050-04-15,2
110,2050-04-21,3
117,2050-04-28,8
118,2050-04-29,2
119,2050-04-30,1
123,2050-05-04,4
127,2050-05-08,2
128,2050-05-09,8
130,2050-05-11,3
131,2050-05-12,2
132,2050-05-13,2
136,2050-05-17,7
137,2050-05-18,4
143,2050-05-24,6
147,2050-05-28,3
161,2050-06-11,4
163,2050-06-13,2
168,2050-06-18,1
171,2050-06-21,1
172,2050-06-22,1
174,2050-06-24,3
184,2050-07-04,3
186,2050-07-06,3
189,2050-07-09,2
191,2050-07-11,3
196,2050-07-16,5
197,2050-07-17,2
200,2050-07-20,4
204,2050-07-24,3
205,2050-07-25,4
207,2050-07-27,5
210,2050-07-30,4
213,2050-08-02,5
214,2050-08-03,3
215,2050-08-04,1
216,2050-08-05,1
218,2050-08-07,1
219,2050-08-08,1
225,2050-08-14,3
234,2050-08-23,7
237,2050-08-26,4
239,2050-08-28,5
242,2050-08-31,3
256,2050-09-14,2
259,2050-09-17,4
262,2050-09-20,8
264,2050-09-22,7
266,2050-09-24,6
267,2050-09-25,4
272,2050-09-30,4
274,2050-10-02,5
275,2050-10-03,3
284,2050-10-12,2
287,2050-10-15,3
291,2050-10-19,13
294,2050-10-22,2
313,2050-11-10,4
320,2050-11-17,5
322,2050-11-19,2
326,2050-11-23,4
331,2050-11-28,7
333,2050-11-30,3
334,2050-12-01,5
348,2050-12-15,4
349,2050-12-16,5
352,2050-12-19,1
354,2050-12-21,12
356,2050-12-23,4
357,2050-12-24,3
361,2050-12-28,4
