Day of Year,Date,Weight
0,2050-01-01,5
13,2050-01-14,5
23,2050-01-24,8
26,2050-01-27,4
32,2050-02-02,6
38,2050-02-08,6
45,2050-02-15,11
51,2050-02-21,4
62,2050-03-04,1
68,2050-03-10,10
79,2050-03-21,5
83,2050-03-25,2
92,2050-04-03,6
93,2050-04-04,6
99,2050-04-10,7
109,2050-04-20,6
111,2050-04-22,7
120,2050-05-01,2
122,2050-05-03,3
133,2050-05-14,2
142,2050-05-23,7
144,2050-05-25,3
161,2050-06-11,5
162,2050-06-12,5
164,2050-06-14,3
168,2050-06-18,3
170,2050-06-20,2
171,2050-06-21,2
175,2050-06-25,4
178,2050-06-28,3
179,2050-06-29,3
186,2050-07-06,5
192,2050-07-12,2
193,2050-07-13,4
196,2050-07-16,6
197,2050-07-17,2
199,2050-07-19,1
204,2050-07-24,10
207,2050-07-27,8
210,2050-07-30,8
215,2050-08-04,2
225,2050-08-14,6
231,2050-08-20,5
234,2050-08-23,7
241,2050-08-30,3
247,2050-09-05,5
255,2050-09-13,5
262,2050-09-20,12
268,2050-09-26,6
270,2050-09-28,8
272,2050-09-30,6
277,2050-10-05,7
281,2050-10-09,8
287,2050-10-15,4
292,2050-10-20,4
294,2050-10-22,2
300,2050-10-28,9
306,2050-11-03,3
314,2050-11-11,5
317,2050-11-14,9
319,2050-11-16,6
331,2050-11-28,11
332,2050-11-29,6
339,2050-12-06,9
346,2050-12-13,3
347,2050-12-14,8
349,2050-12-16,10
350,2050-12-17,4
