Day of Year,Date,Weight
2,2050-01-03,10
13,2050-01-14,5
17,2050-01-18,6
25,2050-01-26,4
29,2050-01-30,5
46,2050-02-16,14
50,2050-02-20,1
58,2050-02-28,2
63,2050-03-05,4
70,2050-03-12,4
72,2050-03-14,11
83,2050-03-25,2
99,2050-04-10,6
109,2050-04-20,3
110,2050-04-21,4
112,2050-04-23,2
119,2050-04-30,3
126,2050-05-07,3
128,2050-05-09,9
131,2050-05-12,2
133,2050-05-14,1
136,2050-05-17,5
137,2050-05-18,7
142,2050-05-23,4
144,2050-05-25,3
166,2050-06-16,3
170,2050-06-20,1
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
175,2050-06-25,3
183,2050-07-03,1
184,2050-07-04,3
185,2050-07-05,2
186,2050-07-06,9
191,2050-07-11,2
193,2050-07-13,3
196,2050-07-16,7
198,2050-07-18,2
201,2050-07-21,1
203,2050-07-23,2
205,2050-07-25,4
207,2050-07-27,3
216,2050-08-05,1
220,2050-08-09,1
225,2050-08-14,3
228,2050-08-17,2
232,2050-08-21,2
234,2050-08-23,4
236,2050-08-25,3
237,2050-08-26,5
239,2050-08-28,6
240,2050-08-29,2
245,2050-09-03,4
254,2050-09-12,7
259,2050-09-17,3
262,2050-09-20,8
264,2050-09-22,9
265,2050-09-23,3
267,2050-09-25,4
269,2050-09-27,8
274,2050-10-02,5
279,2050-10-07,4
280,2050-10-08,3
285,2050-10-13,6
286,2050-10-14,5
289,2050-10-17,8
291,2050-10-19,10
293,2050-10-21,6
294,2050-10-22,2
295,2050-10-23,7
306,2050-11-03,3
307,2050-11-04,2
308,2050-11-05,4
313,2050-11-10,4
320,2050-11-17,4
326,2050-11-23,2
331,2050-11-28,11
337,2050-12-04,3
349,2050-12-16,7
352,2050-12-19,2
354,2050-12-21,9
356,2050-12-23,4
357,2050-12-24,1
359,2050-12-26,4
362,2050-12-29,5
