Day of Year,Date,Weight
9,2050-01-10,28
14,2050-01-15,5
28,2050-01-29,12
45,2050-02-15,14
100,2050-04-11,13
105,2050-04-16,10
109,2050-04-20,9
131,2050-05-12,2
132,2050-05-13,5
139,2050-05-20,8
145,2050-05-26,18
151,2050-06-01,14
155,2050-06-05,10
165,2050-06-15,9
186,2050-07-06,12
189,2050-07-09,5
199,2050-07-19,2
219,2050-08-08,10
221,2050-08-10,8
231,2050-08-20,7
234,2050-08-23,10
235,2050-08-24,15
254,2050-09-12,5
285,2050-10-13,24
289,2050-10-17,18
300,2050-10-28,18
314,2050-11-11,9
325,2050-11-22,16
328,2050-11-25,11
349,2050-12-16,12
352,2050-12-19,12
362,2050-12-29,14
