Day of Year,Date,Weight
2,2050-01-03,4
7,2050-01-08,11
10,2050-01-11,22
13,2050-01-14,10
15,2050-01-16,2
20,2050-01-21,3
29,2050-01-30,16
46,2050-02-16,9
51,2050-02-21,12
55,2050-02-25,18
72,2050-03-14,7
102,2050-04-13,24
132,2050-05-13,10
135,2050-05-16,18
163,2050-06-13,14
186,2050-07-06,5
195,2050-07-15,2
198,2050-07-18,6
205,2050-07-25,7
220,2050-08-09,6
223,2050-08-12,6
228,2050-08-17,6
234,2050-08-23,9
236,2050-08-25,6
241,2050-08-30,4
247,2050-09-05,9
250,2050-09-08,10
259,2050-09-17,22
268,2050-09-26,23
283,2050-10-11,25
293,2050-10-21,17
308,2050-11-05,6
320,2050-11-17,16
