Day of Year,Date,Weight
0,2050-01-01,6
9,2050-01-10,15
15,2050-01-16,6
23,2050-01-24,12
29,2050-01-30,8
34,2050-02-04,8
36,2050-02-06,14
60,2050-03-02,8
68,2050-03-10,8
109,2050-04-20,8
125,2050-05-06,3
138,2050-05-19,12
143,2050-05-24,10
156,2050-06-06,2
158,2050-06-08,24
161,2050-06-11,6
182,2050-07-02,9
194,2050-07-14,9
205,2050-07-25,7
213,2050-08-02,14
220,2050-08-09,5
229,2050-08-18,2
230,2050-08-19,5
235,2050-08-24,15
254,2050-09-12,11
262,2050-09-20,20
264,2050-09-22,12
266,2050-09-24,11
270,2050-09-28,13
273,2050-10-01,4
282,2050-10-10,14
287,2050-10-15,4
291,2050-10-19,17
315,2050-11-12,4
321,2050-11-18,8
336,2050-12-03,9
343,2050-12-10,8
362,2050-12-29,14
