Day of Year,Date,Weight
0,2050-01-01,2
2,2050-01-03,3
4,2050-01-05,1
6,2050-01-07,4
9,2050-01-10,9
11,2050-01-12,6
14,2050-01-15,2
15,2050-01-16,2
18,2050-01-19,1
25,2050-01-26,6
31,2050-02-01,4
34,2050-02-04,6
45,2050-02-15,6
55,2050-02-25,6
64,2050-03-06,8
85,2050-03-27,11
87,2050-03-29,5
90,2050-04-01,4
95,2050-04-06,15
105,2050-04-16,4
109,2050-04-20,6
111,2050-04-22,4
114,2050-04-25,10
125,2050-05-06,5
135,2050-05-16,11
136,2050-05-17,13
144,2050-05-25,4
145,2050-05-26,6
148,2050-05-29,1
149,2050-05-30,1
150,2050-05-31,2
172,2050-06-22,1
173,2050-06-23,2
175,2050-06-25,3
178,2050-06-28,7
181,2050-07-01,4
184,2050-07-04,4
186,2050-07-06,3
195,2050-07-15,2
197,2050-07-17,3
204,2050-07-24,1
205,2050-07-25,4
211,2050-07-31,2
213,2050-08-02,1
214,2050-08-03,1
216,2050-08-05,2
220,2050-08-09,3
222,2050-08-11,2
223,2050-08-12,3
225,2050-08-14,1
227,2050-08-16,3
229,2050-08-18,3
232,2050-08-21,4
233,2050-08-22,1
234,2050-08-23,3
236,2050-08-25,5
237,2050-08-26,2
241,2050-08-30,3
245,2050-09-03,2
250,2050-09-08,5
251,2050-09-09,3
252,2050-09-10,3
256,2050-09-14,3
258,2050-09-16,3
259,2050-09-17,10
264,2050-09-22,11
266,2050-09-24,6
267,2050-09-25,6
279,2050-10-07,8
284,2050-10-12,7
314,2050-11-11,4
320,2050-11-17,10
328,2050-11-25,3
329,2050-11-26,3
332,2050-11-29,5
337,2050-12-04,7
354,2050-12-21,8
355,2050-12-22,5
357,2050-12-24,3
358,2050-12-25,3
364,2050-12-31,6
