Day of Year,Date,Weight
8,2050-01-09,6
16,2050-01-17,6
18,2050-01-19,2
21,2050-01-22,5
31,2050-02-01,1
39,2050-02-09,13
40,2050-02-10,6
42,2050-02-12,2
49,2050-02-19,2
58,2050-02-28,3
70,2050-03-12,3
77,2050-03-19,3
85,2050-03-27,3
99,2050-04-10,6
100,2050-04-11,3
105,2050-04-16,3
109,2050-04-20,2
118,2050-04-29,1
119,2050-04-30,2
125,2050-05-06,1
126,2050-05-07,1
128,2050-05-09,10
130,2050-05-11,2
132,2050-05-13,1
133,2050-05-14,1
142,2050-05-23,6
146,2050-05-27,1
151,2050-06-01,4
158,2050-06-08,8
159,2050-06-09,4
161,2050-06-11,5
162,2050-06-12,4
172,2050-06-22,1
173,2050-06-23,1
175,2050-06-25,2
176,2050-06-26,5
180,2050-06-30,5
183,2050-07-03,1
184,2050-07-04,3
191,2050-07-11,2
193,2050-07-13,2
196,2050-07-16,6
198,2050-07-18,2
199,2050-07-19,1
201,2050-07-21,1
205,2050-07-25,4
207,2050-07-27,4
213,2050-08-02,3
215,2050-08-04,1
216,2050-08-05,1
217,2050-08-06,2
218,2050-08-07,1
225,2050-08-14,2
228,2050-08-17,1
230,2050-08-19,4
233,2050-08-22,2
235,2050-08-24,4
236,2050-08-25,2
239,2050-08-28,6
247,2050-09-05,4
256,2050-09-14,2
259,2050-09-17,3
262,2050-09-20,6
263,2050-09-21,8
264,2050-09-22,4
266,2050-09-24,5
268,2050-09-26,4
270,2050-09-28,11
273,2050-10-01,3
278,2050-10-06,4
279,2050-10-07,2
286,2050-10-14,4
287,2050-10-15,3
288,2050-10-16,8
290,2050-10-18,3
291,2050-10-19,10
292,2050-10-20,2
300,2050-10-28,5
306,2050-11-03,2
308,2050-11-05,5
313,2050-11-10,3
314,2050-11-11,5
315,2050-11-12,2
317,2050-11-14,5
322,2050-11-19,2
325,2050-11-22,11
330,2050-11-27,6
331,2050-11-28,10
340,2050-12-07,4
345,2050-12-12,5
349,2050-12-16,7
354,2050-12-21,9
357,2050-12-24,2
358,2050-12-25,6
363,2050-12-30,1
