Day of Year,Date,Weight
4,2050-01-05,5
9,2050-01-10,23
12,2050-01-13,31
14,2050-01-15,3
35,2050-02-05,4
55,2050-02-25,17
90,2050-04-01,7
113,2050-04-24,16
115,2050-04-26,13
119,2050-04-30,6
132,2050-05-13,6
134,2050-05-15,28
151,2050-06-01,9
163,2050-06-13,13
172,2050-06-22,2
180,2050-06-30,4
183,2050-07-03,11
184,2050-07-04,11
197,2050-07-17,4
203,2050-07-23,3
218,2050-08-07,4
220,2050-08-09,7
221,2050-08-10,4
223,2050-08-12,9
233,2050-08-22,4
266,2050-09-24,13
276,2050-10-04,25
279,2050-10-07,18
297,2050-10-25,19
318,2050-11-15,21
322,2050-11-19,9
335,2050-12-02,16
