Day of Year,Date,Weight
3,2050-01-04,2
4,2050-01-05,4
9,2050-01-10,19
13,2050-01-14,8
14,2050-01-15,2
25,2050-01-26,11
27,2050-01-28,8
32,2050-02-02,10
34,2050-02-04,4
36,2050-02-06,10
62,2050-03-04,5
80,2050-03-22,1
91,2050-04-02,8
102,2050-04-13,13
105,2050-04-16,3
109,2050-04-20,9
117,2050-04-28,5
122,2050-05-03,5
125,2050-05-06,8
130,2050-05-11,8
135,2050-05-16,17
168,2050-06-18,9
171,2050-06-21,1
173,2050-06-23,1
175,2050-06-25,4
176,2050-06-26,4
177,2050-06-27,11
193,2050-07-13,6
194,2050-07-14,2
198,2050-07-18,2
199,2050-07-19,1
201,2050-07-21,3
206,2050-07-26,8
208,2050-07-28,2
215,2050-08-04,2
216,2050-08-05,2
218,2050-08-07,3
219,2050-08-08,7
221,2050-08-10,1
223,2050-08-12,10
228,2050-08-17,8
237,2050-08-26,5
242,2050-08-31,7
245,2050-09-03,7
251,2050-09-09,2
268,2050-09-26,7
270,2050-09-28,11
272,2050-09-30,16
275,2050-10-03,10
291,2050-10-19,13
308,2050-11-05,5
309,2050-11-06,4
323,2050-11-20,5
325,2050-11-22,12
329,2050-11-26,6
343,2050-12-10,1
352,2050-12-19,7
