Day of Year,Date,Weight
0,2050-01-01,4
6,2050-01-07,1
9,2050-01-10,11
13,2050-01-14,6
14,2050-01-15,2
15,2050-01-16,3
16,2050-01-17,5
34,2050-02-04,7
36,2050-02-06,12
40,2050-02-10,6
50,2050-02-20,1
51,2050-02-21,2
57,2050-02-27,3
68,2050-03-10,6
69,2050-03-11,4
70,2050-03-12,3
79,2050-03-21,5
80,2050-03-22,1
85,2050-03-27,3
91,2050-04-02,6
97,2050-04-08,4
99,2050-04-10,7
103,2050-04-14,5
104,2050-04-15,4
109,2050-04-20,4
110,2050-04-21,3
117,2050-04-28,5
118,2050-04-29,2
123,2050-05-04,4
128,2050-05-09,9
132,2050-05-13,3
136,2050-05-17,4
137,2050-05-18,6
138,2050-05-19,3
143,2050-05-24,6
151,2050-06-01,2
155,2050-06-05,3
159,2050-06-09,4
161,2050-06-11,5
172,2050-06-22,2
173,2050-06-23,1
178,2050-06-28,2
184,2050-07-04,2
186,2050-07-06,3
188,2050-07-08,2
189,2050-07-09,2
190,2050-07-10,3
191,2050-07-11,2
193,2050-07-13,2
196,2050-07-16,5
197,2050-07-17,3
199,2050-07-19,1
200,2050-07-20,5
202,2050-07-22,1
211,2050-07-31,1
213,2050-08-02,4
215,2050-08-04,1
218,2050-08-07,1
219,2050-08-08,1
225,2050-08-14,3
231,2050-08-20,1
232,2050-08-21,2
235,2050-08-24,5
237,2050-08-26,3
239,2050-08-28,9
240,2050-08-29,2
244,2050-09-02,2
250,2050-09-08,2
259,2050-09-17,3
261,2050-09-19,3
262,2050-09-20,7
266,2050-09-24,5
270,2050-09-28,10
274,2050-10-02,5
278,2050-10-06,2
279,2050-10-07,2
280,2050-10-08,3
286,2050-10-14,5
287,2050-10-15,4
289,2050-10-17,5
291,2050-10-19,11
304,2050-11-01,2
305,2050-11-02,5
307,2050-11-04,1
311,2050-11-08,8
319,2050-11-16,3
322,2050-11-19,3
328,2050-11-25,1
340,2050-12-07,3
346,2050-12-13,3
348,2050-12-15,5
351,2050-12-18,1
354,2050-12-21,5
356,2050-12-23,5
357,2050-12-24,2
362,2050-12-29,6
