Day of Year,Date,Weight
0,2050-01-01,6
8,2050-01-09,4
17,2050-01-18,3
25,2050-01-26,2
26,2050-01-27,3
35,2050-02-05,6
40,2050-02-10,6
46,2050-02-16,11
54,2050-02-24,6
57,2050-02-27,3
60,2050-03-02,2
63,2050-03-05,4
70,2050-03-12,3
72,2050-03-14,8
78,2050-03-20,3
85,2050-03-27,3
90,2050-04-01,3
91,2050-04-02,4
100,2050-04-11,4
101,2050-04-12,7
112,2050-04-23,1
118,2050-04-29,1
122,2050-05-03,3
124,2050-05-05,1
125,2050-05-06,1
126,2050-05-07,2
127,2050-05-08,3
128,2050-05-09,9
130,2050-05-11,2
133,2050-05-14,1
136,2050-05-17,6
137,2050-05-18,3
143,2050-05-24,6
147,2050-05-28,2
156,2050-06-06,2
158,2050-06-08,9
159,2050-06-09,3
161,2050-06-11,3
167,2050-06-17,1
169,2050-06-19,3
171,2050-06-21,1
172,2050-06-22,1
174,2050-06-24,2
179,2050-06-29,2
180,2050-06-30,4
182,2050-07-02,3
184,2050-07-04,2
188,2050-07-08,1
195,2050-07-15,3
198,2050-07-18,2
199,2050-07-19,1
200,2050-07-20,4
206,2050-07-26,2
213,2050-08-02,3
216,2050-08-05,1
220,2050-08-09,1
221,2050-08-10,3
222,2050-08-11,3
225,2050-08-14,3
230,2050-08-19,2
234,2050-08-23,5
235,2050-08-24,3
236,2050-08-25,2
238,2050-08-27,4
239,2050-08-28,5
240,2050-08-29,3
244,2050-09-02,2
250,2050-09-08,4
252,2050-09-10,2
257,2050-09-15,4
259,2050-09-17,3
261,2050-09-19,5
263,2050-09-21,8
265,2050-09-23,2
266,2050-09-24,5
270,2050-09-28,10
273,2050-10-01,3
276,2050-10-04,6
277,2050-10-05,5
285,2050-10-13,7
287,2050-10-15,4
294,2050-10-22,3
300,2050-10-28,5
304,2050-11-01,2
306,2050-11-03,2
307,2050-11-04,1
311,2050-11-08,4
312,2050-11-09,4
323,2050-11-20,2
327,2050-11-24,4
330,2050-11-27,6
331,2050-11-28,11
338,2050-12-05,9
342,2050-12-09,3
346,2050-12-13,4
350,2050-12-17,3
354,2050-12-21,7
356,2050-12-23,5
364,2050-12-31,1
