Day of Year,Date,Weight
13,2050-01-14,5
26,2050-01-27,2
34,2050-02-04,7
46,2050-02-16,18
52,2050-02-22,4
69,2050-03-11,9
74,2050-03-16,7
91,2050-04-02,7
97,2050-04-08,6
102,2050-04-13,2
104,2050-04-15,6
124,2050-05-05,2
141,2050-05-22,13
147,2050-05-28,3
151,2050-06-01,6
168,2050-06-18,7
172,2050-06-22,2
174,2050-06-24,3
176,2050-06-26,6
178,2050-06-28,7
186,2050-07-06,5
189,2050-07-09,3
191,2050-07-11,1
194,2050-07-14,4
195,2050-07-15,6
197,2050-07-17,3
200,2050-07-20,3
204,2050-07-24,12
210,2050-07-30,7
216,2050-08-05,2
218,2050-08-07,2
234,2050-08-23,9
242,2050-08-31,11
245,2050-09-03,6
250,2050-09-08,3
251,2050-09-09,2
256,2050-09-14,3
264,2050-09-22,9
269,2050-09-27,7
271,2050-09-29,17
273,2050-10-01,5
281,2050-10-09,8
282,2050-10-10,9
285,2050-10-13,17
298,2050-10-26,6
300,2050-10-28,10
328,2050-11-25,4
329,2050-11-26,8
338,2050-12-05,7
340,2050-12-07,12
345,2050-12-12,2
347,2050-12-14,8
348,2050-12-15,10
350,2050-12-17,6
352,2050-12-19,6
354,2050-12-21,10
