Day of Year,Date,Weight
11,2050-01-12,20
23,2050-01-24,12
63,2050-03-05,4
101,2050-04-12,25
104,2050-04-15,11
137,2050-05-18,15
141,2050-05-22,24
147,2050-05-28,5
154,2050-06-04,10
180,2050-06-30,5
186,2050-07-06,9
191,2050-07-11,9
204,2050-07-24,13
207,2050-07-27,8
222,2050-08-11,3
223,2050-08-12,8
234,2050-08-23,13
242,2050-08-31,11
244,2050-09-02,5
258,2050-09-16,10
262,2050-09-20,16
272,2050-09-30,10
285,2050-10-13,19
300,2050-10-28,20
325,2050-11-22,29
342,2050-12-09,10
347,2050-12-14,8
349,2050-12-16,11
354,2050-12-21,22
