Day of Year,Date,Weight
0,2050-01-01,7
11,2050-01-12,23
13,2050-01-14,7
36,2050-02-06,32
62,2050-03-04,15
101,2050-04-12,21
112,2050-04-23,7
141,2050-05-22,14
168,2050-06-18,10
176,2050-06-26,8
177,2050-06-27,7
178,2050-06-28,7
180,2050-06-30,7
195,2050-07-15,7
198,2050-07-18,2
201,2050-07-21,2
204,2050-07-24,12
207,2050-07-27,8
213,2050-08-02,7
223,2050-08-12,9
241,2050-08-30,3
242,2050-08-31,11
245,2050-09-03,5
247,2050-09-05,5
258,2050-09-16,7
261,2050-09-19,14
272,2050-09-30,9
278,2050-10-06,3
281,2050-10-09,9
285,2050-10-13,21
287,2050-10-15,4
289,2050-10-17,19
293,2050-10-21,10
315,2050-11-12,2
320,2050-11-17,15
322,2050-11-19,4
357,2050-12-24,5
362,2050-12-29,7
