Day of Year,Date,Weight
6,2050-01-07,1
9,2050-01-10,12
13,2050-01-14,5
16,2050-01-17,5
17,2050-01-18,4
34,2050-02-04,6
37,2050-02-07,1
39,2050-02-09,9
40,2050-02-10,8
52,2050-02-22,3
68,2050-03-10,6
70,2050-03-12,4
71,2050-03-13,7
85,2050-03-27,4
90,2050-04-01,3
97,2050-04-08,4
99,2050-04-10,6
100,2050-04-11,4
101,2050-04-12,5
104,2050-04-15,5
110,2050-04-21,3
113,2050-04-24,2
117,2050-04-28,8
119,2050-04-30,2
128,2050-05-09,11
130,2050-05-11,5
131,2050-05-12,3
133,2050-05-14,1
136,2050-05-17,6
137,2050-05-18,5
138,2050-05-19,5
143,2050-05-24,7
161,2050-06-11,5
171,2050-06-21,2
184,2050-07-04,4
185,2050-07-05,3
186,2050-07-06,5
191,2050-07-11,3
193,2050-07-13,2
196,2050-07-16,6
198,2050-07-18,2
200,2050-07-20,4
205,2050-07-25,6
207,2050-07-27,6
210,2050-07-30,4
216,2050-08-05,1
218,2050-08-07,1
225,2050-08-14,4
234,2050-08-23,8
235,2050-08-24,4
237,2050-08-26,4
239,2050-08-28,7
244,2050-09-02,2
259,2050-09-17,4
262,2050-09-20,10
263,2050-09-21,8
266,2050-09-24,8
270,2050-09-28,10
272,2050-09-30,3
282,2050-10-10,2
284,2050-10-12,3
287,2050-10-15,3
298,2050-10-26,6
300,2050-10-28,5
311,2050-11-08,7
313,2050-11-10,5
314,2050-11-11,5
318,2050-11-15,1
321,2050-11-18,3
330,2050-11-27,3
333,2050-11-30,3
334,2050-12-01,4
346,2050-12-13,4
348,2050-12-15,6
354,2050-12-21,8
356,2050-12-23,5
359,2050-12-26,5
360,2050-12-27,1
