Day of Year,Date,Weight
7,2050-01-08,2
8,2050-01-09,9
11,2050-01-12,16
13,2050-01-14,5
14,2050-01-15,3
23,2050-01-24,3
27,2050-01-28,2
29,2050-01-30,2
34,2050-02-04,6
38,2050-02-08,4
46,2050-02-16,10
52,2050-02-22,3
58,2050-02-28,4
70,2050-03-12,2
71,2050-03-13,4
75,2050-03-17,8
77,2050-03-19,4
78,2050-03-20,1
80,2050-03-22,3
81,2050-03-23,1
82,2050-03-24,1
89,2050-03-31,1
105,2050-04-16,4
106,2050-04-17,2
108,2050-04-19,2
114,2050-04-25,3
117,2050-04-28,7
118,2050-04-29,1
120,2050-05-01,1
124,2050-05-05,1
127,2050-05-08,3
129,2050-05-10,2
131,2050-05-12,3
136,2050-05-17,5
137,2050-05-18,4
140,2050-05-21,2
141,2050-05-22,7
146,2050-05-27,2
147,2050-05-28,3
151,2050-06-01,4
153,2050-06-03,2
154,2050-06-04,3
160,2050-06-10,2
166,2050-06-16,4
168,2050-06-18,5
169,2050-06-19,2
171,2050-06-21,1
172,2050-06-22,1
178,2050-06-28,5
179,2050-06-29,2
181,2050-07-01,2
188,2050-07-08,3
195,2050-07-15,5
197,2050-07-17,2
198,2050-07-18,1
199,2050-07-19,2
202,2050-07-22,2
204,2050-07-24,6
212,2050-08-01,6
213,2050-08-02,6
214,2050-08-03,2
215,2050-08-04,2
225,2050-08-14,4
230,2050-08-19,1
234,2050-08-23,7
236,2050-08-25,2
238,2050-08-27,6
240,2050-08-29,3
242,2050-08-31,4
244,2050-09-02,3
250,2050-09-08,2
251,2050-09-09,2
254,2050-09-12,7
263,2050-09-21,4
266,2050-09-24,3
272,2050-09-30,7
277,2050-10-05,7
285,2050-10-13,9
286,2050-10-14,3
287,2050-10-15,4
293,2050-10-21,6
298,2050-10-26,13
304,2050-11-01,2
313,2050-11-10,4
316,2050-11-13,4
320,2050-11-17,4
322,2050-11-19,2
326,2050-11-23,2
328,2050-11-25,3
336,2050-12-03,4
343,2050-12-10,3
345,2050-12-12,3
347,2050-12-14,4
350,2050-12-17,2
353,2050-12-20,5
354,2050-12-21,8
360,2050-12-27,1
363,2050-12-30,1
