Day of Year,Date,Weight
5,2050-01-06,11
13,2050-01-14,8
36,2050-02-06,32
68,2050-03-10,31
77,2050-03-19,6
99,2050-04-10,8
127,2050-05-08,9
137,2050-05-18,8
147,2050-05-28,6
151,2050-06-01,8
155,2050-06-05,9
158,2050-06-08,7
178,2050-06-28,7
195,2050-07-15,9
204,2050-07-24,11
205,2050-07-25,5
213,2050-08-02,10
225,2050-08-14,11
236,2050-08-25,13
242,2050-08-31,9
245,2050-09-03,17
256,2050-09-14,3
286,2050-10-14,16
287,2050-10-15,8
288,2050-10-16,17
293,2050-10-21,11
298,2050-10-26,16
320,2050-11-17,14
322,2050-11-19,6
323,2050-11-20,8
328,2050-11-25,8
352,2050-12-19,16
362,2050-12-29,5
363,2050-12-30,2
