Day of Year,Date,Weight
0,2050-01-01,6
2,2050-01-03,11
36,2050-02-06,18
63,2050-03-05,9
72,2050-03-14,15
91,2050-04-02,11
99,2050-04-10,11
132,2050-05-13,3
136,2050-05-17,7
142,2050-05-23,17
147,2050-05-28,7
149,2050-05-30,5
158,2050-06-08,20
165,2050-06-15,17
184,2050-07-04,7
186,2050-07-06,25
204,2050-07-24,17
228,2050-08-17,5
237,2050-08-26,6
258,2050-09-16,6
266,2050-09-24,9
269,2050-09-27,17
270,2050-09-28,14
291,2050-10-19,17
300,2050-10-28,13
301,2050-10-29,6
330,2050-11-27,6
331,2050-11-28,12
338,2050-12-05,15
349,2050-12-16,10
351,2050-12-18,5
354,2050-12-21,18
