Day of Year,Date,Weight
0,2050-01-01,5
9,2050-01-10,22
41,2050-02-11,11
46,2050-02-16,22
70,2050-03-12,6
72,2050-03-14,14
74,2050-03-16,6
85,2050-03-27,7
98,2050-04-09,7
99,2050-04-10,12
101,2050-04-12,9
104,2050-04-15,4
109,2050-04-20,5
110,2050-04-21,6
122,2050-05-03,3
128,2050-05-09,11
136,2050-05-17,14
137,2050-05-18,9
146,2050-05-27,5
151,2050-06-01,6
166,2050-06-16,10
171,2050-06-21,2
184,2050-07-04,4
186,2050-07-06,11
191,2050-07-11,4
198,2050-07-18,2
215,2050-08-04,2
225,2050-08-14,5
234,2050-08-23,5
237,2050-08-26,6
239,2050-08-28,9
240,2050-08-29,9
248,2050-09-06,2
262,2050-09-20,11
269,2050-09-27,15
270,2050-09-28,12
280,2050-10-08,5
287,2050-10-15,5
289,2050-10-17,16
314,2050-11-11,5
338,2050-12-05,14
340,2050-12-07,8
341,2050-12-08,8
342,2050-12-09,4
347,2050-12-14,7
