Day of Year,Date,Weight
7,2050-01-08,5
11,2050-01-12,13
13,2050-01-14,4
14,2050-01-15,2
23,2050-01-24,5
24,2050-01-25,5
26,2050-01-27,4
35,2050-02-05,6
36,2050-02-06,10
41,2050-02-11,4
53,2050-02-23,8
58,2050-02-28,3
63,2050-03-05,5
99,2050-04-10,6
101,2050-04-12,7
105,2050-04-16,4
117,2050-04-28,5
118,2050-04-29,1
127,2050-05-08,6
131,2050-05-12,4
133,2050-05-14,1
136,2050-05-17,11
137,2050-05-18,7
142,2050-05-23,7
147,2050-05-28,3
153,2050-06-03,4
157,2050-06-07,3
159,2050-06-09,5
161,2050-06-11,3
163,2050-06-13,2
166,2050-06-16,5
172,2050-06-22,1
175,2050-06-25,4
180,2050-06-30,7
184,2050-07-04,2
188,2050-07-08,1
190,2050-07-10,3
194,2050-07-14,2
196,2050-07-16,6
197,2050-07-17,2
199,2050-07-19,1
203,2050-07-23,2
205,2050-07-25,5
207,2050-07-27,4
209,2050-07-29,1
213,2050-08-02,8
216,2050-08-05,1
218,2050-08-07,1
226,2050-08-15,1
228,2050-08-17,1
229,2050-08-18,2
237,2050-08-26,3
239,2050-08-28,6
240,2050-08-29,2
241,2050-08-30,2
246,2050-09-04,3
248,2050-09-06,2
253,2050-09-11,1
259,2050-09-17,4
262,2050-09-20,10
263,2050-09-21,6
266,2050-09-24,8
269,2050-09-27,6
270,2050-09-28,9
273,2050-10-01,3
282,2050-10-10,6
285,2050-10-13,6
286,2050-10-14,4
287,2050-10-15,4
289,2050-10-17,8
300,2050-10-28,6
306,2050-11-03,2
309,2050-11-06,1
312,2050-11-09,4
314,2050-11-11,5
317,2050-11-14,6
325,2050-11-22,9
338,2050-12-05,10
351,2050-12-18,2
358,2050-12-25,5
362,2050-12-29,8
363,2050-12-30,1
