Day of Year,Date,Weight
9,2050-01-10,19
14,2050-01-15,2
16,2050-01-17,5
21,2050-01-22,5
23,2050-01-24,10
45,2050-02-15,11
48,2050-02-18,4
67,2050-03-09,7
68,2050-03-10,11
72,2050-03-14,10
85,2050-03-27,6
91,2050-04-02,7
99,2050-04-10,10
103,2050-04-14,4
118,2050-04-29,2
122,2050-05-03,5
136,2050-05-17,7
137,2050-05-18,7
139,2050-05-20,6
142,2050-05-23,14
153,2050-06-03,3
163,2050-06-13,2
184,2050-07-04,3
194,2050-07-14,7
196,2050-07-16,5
198,2050-07-18,2
200,2050-07-20,6
205,2050-07-25,5
206,2050-07-26,4
207,2050-07-27,5
213,2050-08-02,7
218,2050-08-07,2
235,2050-08-24,8
236,2050-08-25,3
238,2050-08-27,6
239,2050-08-28,5
244,2050-09-02,4
257,2050-09-15,9
259,2050-09-17,4
263,2050-09-21,12
266,2050-09-24,10
272,2050-09-30,5
276,2050-10-04,14
284,2050-10-12,6
287,2050-10-15,5
295,2050-10-23,10
308,2050-11-05,7
313,2050-11-10,10
328,2050-11-25,1
330,2050-11-27,5
332,2050-11-29,5
346,2050-12-13,5
349,2050-12-16,10
354,2050-12-21,9
357,2050-12-24,2
358,2050-12-25,7
