Day of Year,Date,Weight
7,2050-01-08,6
9,2050-01-10,15
53,2050-02-23,20
81,2050-03-23,6
91,2050-04-02,11
97,2050-04-08,9
99,2050-04-10,8
100,2050-04-11,5
110,2050-04-21,5
128,2050-05-09,15
130,2050-05-11,5
139,2050-05-20,7
143,2050-05-24,11
151,2050-06-01,6
173,2050-06-23,1
174,2050-06-24,4
180,2050-06-30,13
184,2050-07-04,7
198,2050-07-18,2
204,2050-07-24,16
207,2050-07-27,7
235,2050-08-24,10
238,2050-08-27,11
267,2050-09-25,4
269,2050-09-27,17
270,2050-09-28,12
275,2050-10-03,9
286,2050-10-14,16
291,2050-10-19,20
295,2050-10-23,18
321,2050-11-18,9
331,2050-11-28,10
332,2050-11-29,8
338,2050-12-05,14
354,2050-12-21,20
359,2050-12-26,8
