Day of Year,Date,Weight
8,2050-01-09,29
23,2050-01-24,12
47,2050-02-17,11
57,2050-02-27,5
70,2050-03-12,9
77,2050-03-19,6
129,2050-05-10,7
137,2050-05-18,13
143,2050-05-24,13
144,2050-05-25,14
147,2050-05-28,6
173,2050-06-23,4
174,2050-06-24,10
194,2050-07-14,6
204,2050-07-24,13
207,2050-07-27,8
213,2050-08-02,9
234,2050-08-23,10
237,2050-08-26,10
245,2050-09-03,13
261,2050-09-19,24
269,2050-09-27,14
270,2050-09-28,17
287,2050-10-15,12
292,2050-10-20,10
298,2050-10-26,20
308,2050-11-05,6
329,2050-11-26,14
342,2050-12-09,11
354,2050-12-21,20
362,2050-12-29,9
