Day of Year,Date,Weight
0,2050-01-01,5
3,2050-01-04,6
21,2050-01-22,5
23,2050-01-24,10
29,2050-01-30,6
35,2050-02-05,6
46,2050-02-16,14
60,2050-03-02,4
63,2050-03-05,4
78,2050-03-20,3
79,2050-03-21,6
94,2050-04-05,2
99,2050-04-10,8
100,2050-04-11,3
104,2050-04-15,4
108,2050-04-19,2
126,2050-05-07,2
128,2050-05-09,7
133,2050-05-14,2
139,2050-05-20,4
143,2050-05-24,4
145,2050-05-26,3
155,2050-06-05,2
158,2050-06-08,8
161,2050-06-11,4
162,2050-06-12,4
166,2050-06-16,6
168,2050-06-18,2
171,2050-06-21,2
175,2050-06-25,3
181,2050-07-01,2
185,2050-07-05,2
186,2050-07-06,9
187,2050-07-07,2
190,2050-07-10,2
193,2050-07-13,4
196,2050-07-16,5
198,2050-07-18,2
199,2050-07-19,1
205,2050-07-25,6
206,2050-07-26,8
207,2050-07-27,6
210,2050-07-30,5
216,2050-08-05,1
218,2050-08-07,1
219,2050-08-08,1
228,2050-08-17,2
236,2050-08-25,3
257,2050-09-15,5
259,2050-09-17,4
260,2050-09-18,5
264,2050-09-22,6
266,2050-09-24,6
269,2050-09-27,15
270,2050-09-28,8
272,2050-09-30,4
277,2050-10-05,9
287,2050-10-15,4
288,2050-10-16,9
290,2050-10-18,5
300,2050-10-28,10
305,2050-11-02,5
306,2050-11-03,3
314,2050-11-11,6
319,2050-11-16,5
322,2050-11-19,4
325,2050-11-22,11
330,2050-11-27,5
331,2050-11-28,10
334,2050-12-01,3
341,2050-12-08,4
354,2050-12-21,11
356,2050-12-23,5
