Day of Year,Date,Weight
0,2050-01-01,1
4,2050-01-05,2
6,2050-01-07,2
9,2050-01-10,11
13,2050-01-14,4
15,2050-01-16,3
16,2050-01-17,6
28,2050-01-29,6
38,2050-02-08,7
45,2050-02-15,4
47,2050-02-17,2
52,2050-02-22,2
58,2050-02-28,7
68,2050-03-10,10
69,2050-03-11,4
76,2050-03-18,4
82,2050-03-24,3
86,2050-03-28,2
92,2050-04-03,9
100,2050-04-11,4
104,2050-04-15,6
108,2050-04-19,2
115,2050-04-26,5
119,2050-04-30,1
122,2050-05-03,2
128,2050-05-09,14
132,2050-05-13,3
139,2050-05-20,2
143,2050-05-24,7
145,2050-05-26,10
148,2050-05-29,1
150,2050-05-31,8
155,2050-06-05,5
157,2050-06-07,2
161,2050-06-11,5
165,2050-06-15,3
167,2050-06-17,4
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
180,2050-06-30,2
182,2050-07-02,3
183,2050-07-03,1
184,2050-07-04,4
185,2050-07-05,4
193,2050-07-13,1
196,2050-07-16,4
197,2050-07-17,1
198,2050-07-18,1
199,2050-07-19,1
212,2050-08-01,2
216,2050-08-05,2
218,2050-08-07,1
219,2050-08-08,5
221,2050-08-10,4
222,2050-08-11,1
228,2050-08-17,3
229,2050-08-18,5
230,2050-08-19,1
231,2050-08-20,4
234,2050-08-23,5
235,2050-08-24,3
238,2050-08-27,5
239,2050-08-28,2
248,2050-09-06,4
251,2050-09-09,1
261,2050-09-19,5
266,2050-09-24,9
268,2050-09-26,10
270,2050-09-28,8
274,2050-10-02,8
279,2050-10-07,8
299,2050-10-27,8
301,2050-10-29,3
303,2050-10-31,1
308,2050-11-05,3
314,2050-11-11,5
319,2050-11-16,4
336,2050-12-03,5
337,2050-12-04,4
338,2050-12-05,3
340,2050-12-07,6
342,2050-12-09,2
345,2050-12-12,5
349,2050-12-16,4
354,2050-12-21,8
355,2050-12-22,6
362,2050-12-29,4
