Day of Year,Date,Weight
5,2050-01-06,10
16,2050-01-17,6
34,2050-02-04,6
60,2050-03-02,8
77,2050-03-19,5
82,2050-03-24,2
86,2050-03-28,7
104,2050-04-15,8
131,2050-05-12,7
141,2050-05-22,14
143,2050-05-24,8
154,2050-06-04,9
171,2050-06-21,1
172,2050-06-22,2
174,2050-06-24,8
177,2050-06-27,5
178,2050-06-28,5
189,2050-07-09,3
195,2050-07-15,6
204,2050-07-24,13
210,2050-07-30,9
213,2050-08-02,8
215,2050-08-04,2
220,2050-08-09,5
225,2050-08-14,5
234,2050-08-23,7
240,2050-08-29,4
251,2050-09-09,2
261,2050-09-19,16
266,2050-09-24,6
269,2050-09-27,13
272,2050-09-30,8
285,2050-10-13,16
287,2050-10-15,7
289,2050-10-17,17
295,2050-10-23,12
298,2050-10-26,15
321,2050-11-18,10
325,2050-11-22,31
335,2050-12-02,4
340,2050-12-07,10
342,2050-12-09,8
356,2050-12-23,8
362,2050-12-29,9
