Day of Year,Date,Weight
0,2050-01-01,6
9,2050-01-10,14
12,2050-01-13,1
13,2050-01-14,7
29,2050-01-30,6
31,2050-02-01,3
39,2050-02-09,10
40,2050-02-10,6
41,2050-02-11,5
48,2050-02-18,4
63,2050-03-05,5
79,2050-03-21,5
91,2050-04-02,5
103,2050-04-14,6
109,2050-04-20,4
110,2050-04-21,5
115,2050-04-26,4
117,2050-04-28,6
119,2050-04-30,2
128,2050-05-09,10
133,2050-05-14,2
141,2050-05-22,5
147,2050-05-28,3
149,2050-05-30,4
155,2050-06-05,2
161,2050-06-11,4
171,2050-06-21,1
172,2050-06-22,1
173,2050-06-23,1
175,2050-06-25,5
184,2050-07-04,3
185,2050-07-05,2
195,2050-07-15,6
197,2050-07-17,3
199,2050-07-19,1
200,2050-07-20,5
205,2050-07-25,4
206,2050-07-26,8
210,2050-07-30,7
213,2050-08-02,6
214,2050-08-03,2
216,2050-08-05,1
218,2050-08-07,1
222,2050-08-11,3
225,2050-08-14,4
232,2050-08-21,3
235,2050-08-24,7
254,2050-09-12,6
255,2050-09-13,6
261,2050-09-19,7
264,2050-09-22,7
266,2050-09-24,8
269,2050-09-27,8
270,2050-09-28,10
272,2050-09-30,4
287,2050-10-15,3
288,2050-10-16,9
291,2050-10-19,12
294,2050-10-22,2
297,2050-10-25,6
311,2050-11-08,8
313,2050-11-10,4
317,2050-11-14,6
326,2050-11-23,4
327,2050-11-24,2
330,2050-11-27,5
331,2050-11-28,10
334,2050-12-01,4
339,2050-12-06,6
340,2050-12-07,7
349,2050-12-16,7
356,2050-12-23,4
364,2050-12-31,2
