Day of Year,Date,Weight
3,2050-01-04,2
6,2050-01-07,12
8,2050-01-09,13
18,2050-01-19,2
29,2050-01-30,15
64,2050-03-06,17
74,2050-03-16,5
95,2050-04-06,15
109,2050-04-20,11
112,2050-04-23,6
116,2050-04-27,11
132,2050-05-13,8
136,2050-05-17,11
145,2050-05-26,9
165,2050-06-15,13
174,2050-06-24,2
182,2050-07-02,6
184,2050-07-04,7
189,2050-07-09,2
194,2050-07-14,5
197,2050-07-17,4
200,2050-07-20,5
209,2050-07-29,5
210,2050-07-30,2
211,2050-07-31,2
213,2050-08-02,2
215,2050-08-04,4
220,2050-08-09,8
228,2050-08-17,5
234,2050-08-23,4
236,2050-08-25,5
247,2050-09-05,8
256,2050-09-14,3
264,2050-09-22,24
272,2050-09-30,14
279,2050-10-07,14
298,2050-10-26,19
311,2050-11-08,6
320,2050-11-17,11
321,2050-11-18,8
322,2050-11-19,6
337,2050-12-04,8
356,2050-12-23,5
360,2050-12-27,13
364,2050-12-31,8
