Day of Year,Date,Weight
6,2050-01-07,2
11,2050-01-12,14
17,2050-01-18,4
20,2050-01-21,3
36,2050-02-06,8
40,2050-02-10,6
41,2050-02-11,8
54,2050-02-24,7
60,2050-03-02,3
61,2050-03-03,7
63,2050-03-05,5
74,2050-03-16,6
79,2050-03-21,5
91,2050-04-02,7
98,2050-04-09,4
99,2050-04-10,9
103,2050-04-14,5
105,2050-04-16,4
109,2050-04-20,7
110,2050-04-21,7
115,2050-04-26,4
126,2050-05-07,2
131,2050-05-12,4
148,2050-05-29,1
149,2050-05-30,5
150,2050-05-31,2
153,2050-06-03,4
158,2050-06-08,9
160,2050-06-10,5
165,2050-06-15,11
166,2050-06-16,8
173,2050-06-23,2
175,2050-06-25,3
180,2050-06-30,7
187,2050-07-07,2
189,2050-07-09,3
197,2050-07-17,3
199,2050-07-19,3
202,2050-07-22,1
211,2050-07-31,9
216,2050-08-05,1
223,2050-08-12,2
225,2050-08-14,4
235,2050-08-24,9
238,2050-08-27,3
239,2050-08-28,10
243,2050-09-01,2
251,2050-09-09,2
257,2050-09-15,5
259,2050-09-17,4
266,2050-09-24,8
268,2050-09-26,5
269,2050-09-27,12
270,2050-09-28,10
278,2050-10-06,6
289,2050-10-17,8
298,2050-10-26,8
313,2050-11-10,5
318,2050-11-15,1
319,2050-11-16,6
320,2050-11-17,4
341,2050-12-08,4
346,2050-12-13,5
347,2050-12-14,4
349,2050-12-16,10
353,2050-12-20,5
354,2050-12-21,13
