Day of Year,Date,Weight
6,2050-01-07,1
7,2050-01-08,3
11,2050-01-12,16
14,2050-01-15,3
27,2050-01-28,3
32,2050-02-02,6
36,2050-02-06,14
60,2050-03-02,3
63,2050-03-05,5
69,2050-03-11,4
71,2050-03-13,8
73,2050-03-15,9
75,2050-03-17,5
83,2050-03-25,3
85,2050-03-27,3
93,2050-04-04,6
99,2050-04-10,7
100,2050-04-11,4
117,2050-04-28,7
118,2050-04-29,2
123,2050-05-04,4
125,2050-05-06,2
128,2050-05-09,11
131,2050-05-12,3
136,2050-05-17,9
143,2050-05-24,7
147,2050-05-28,4
153,2050-06-03,3
161,2050-06-11,4
163,2050-06-13,2
172,2050-06-22,2
175,2050-06-25,4
186,2050-07-06,5
191,2050-07-11,3
196,2050-07-16,7
198,2050-07-18,2
200,2050-07-20,4
205,2050-07-25,5
207,2050-07-27,7
213,2050-08-02,7
225,2050-08-14,5
234,2050-08-23,8
238,2050-08-27,7
239,2050-08-28,6
240,2050-08-29,2
251,2050-09-09,2
256,2050-09-14,1
259,2050-09-17,5
261,2050-09-19,7
266,2050-09-24,8
270,2050-09-28,9
274,2050-10-02,6
278,2050-10-06,4
287,2050-10-15,4
288,2050-10-16,11
292,2050-10-20,3
300,2050-10-28,8
314,2050-11-11,5
322,2050-11-19,3
324,2050-11-21,7
330,2050-11-27,6
332,2050-11-29,5
338,2050-12-05,10
340,2050-12-07,5
341,2050-12-08,5
345,2050-12-12,3
349,2050-12-16,10
350,2050-12-17,3
