Day of Year,Date,Weight
9,2050-01-10,14
13,2050-01-14,4
15,2050-01-16,4
16,2050-01-17,5
28,2050-01-29,6
36,2050-02-06,13
49,2050-02-19,4
58,2050-02-28,6
59,2050-03-01,7
70,2050-03-12,4
71,2050-03-13,9
90,2050-04-01,10
100,2050-04-11,9
101,2050-04-12,9
113,2050-04-24,5
114,2050-04-25,14
115,2050-04-26,7
119,2050-04-30,1
122,2050-05-03,2
132,2050-05-13,4
133,2050-05-14,6
142,2050-05-23,7
145,2050-05-26,14
148,2050-05-29,2
154,2050-06-04,7
155,2050-06-05,7
163,2050-06-13,3
167,2050-06-17,5
172,2050-06-22,1
182,2050-07-02,3
188,2050-07-08,2
193,2050-07-13,2
198,2050-07-18,2
199,2050-07-19,1
204,2050-07-24,2
205,2050-07-25,6
207,2050-07-27,7
209,2050-07-29,7
217,2050-08-06,4
218,2050-08-07,1
219,2050-08-08,8
227,2050-08-16,6
228,2050-08-17,4
232,2050-08-21,4
234,2050-08-23,7
236,2050-08-25,6
241,2050-08-30,3
245,2050-09-03,7
246,2050-09-04,1
268,2050-09-26,12
270,2050-09-28,11
271,2050-09-29,5
273,2050-10-01,5
279,2050-10-07,9
309,2050-11-06,9
312,2050-11-09,4
327,2050-11-24,4
333,2050-11-30,1
335,2050-12-02,3
345,2050-12-12,5
349,2050-12-16,8
351,2050-12-18,4
358,2050-12-25,7
362,2050-12-29,6
