Day of Year,Date,Weight
9,2050-01-10,14
13,2050-01-14,3
15,2050-01-16,4
34,2050-02-04,6
43,2050-02-13,7
45,2050-02-15,12
49,2050-02-19,6
59,2050-03-01,9
61,2050-03-03,9
70,2050-03-12,5
71,2050-03-13,13
84,2050-03-26,5
94,2050-04-05,4
101,2050-04-12,10
115,2050-04-26,8
128,2050-05-09,10
130,2050-05-11,8
131,2050-05-12,2
141,2050-05-22,10
144,2050-05-25,8
145,2050-05-26,9
150,2050-05-31,8
154,2050-06-04,6
167,2050-06-17,8
171,2050-06-21,1
172,2050-06-22,1
185,2050-07-05,6
188,2050-07-08,4
190,2050-07-10,8
193,2050-07-13,1
197,2050-07-17,2
199,2050-07-19,1
200,2050-07-20,4
204,2050-07-24,3
218,2050-08-07,1
219,2050-08-08,7
221,2050-08-10,5
222,2050-08-11,1
228,2050-08-17,5
229,2050-08-18,10
238,2050-08-27,6
243,2050-09-01,3
245,2050-09-03,7
259,2050-09-17,3
270,2050-09-28,11
276,2050-10-04,7
279,2050-10-07,11
282,2050-10-10,8
294,2050-10-22,2
296,2050-10-24,13
315,2050-11-12,6
317,2050-11-14,9
328,2050-11-25,5
329,2050-11-26,9
341,2050-12-08,4
342,2050-12-09,5
354,2050-12-21,12
