Day of Year,Date,Weight
7,2050-01-08,4
11,2050-01-12,17
36,2050-02-06,16
41,2050-02-11,11
63,2050-03-05,7
67,2050-03-09,11
70,2050-03-12,4
72,2050-03-14,16
90,2050-04-01,6
98,2050-04-09,7
99,2050-04-10,11
102,2050-04-13,4
126,2050-05-07,4
127,2050-05-08,12
136,2050-05-17,14
145,2050-05-26,11
155,2050-06-05,3
175,2050-06-25,6
192,2050-07-12,7
193,2050-07-13,3
196,2050-07-16,11
197,2050-07-17,5
200,2050-07-20,5
205,2050-07-25,9
210,2050-07-30,9
218,2050-08-07,5
232,2050-08-21,6
234,2050-08-23,7
235,2050-08-24,7
245,2050-09-03,6
269,2050-09-27,17
270,2050-09-28,10
275,2050-10-03,10
280,2050-10-08,7
292,2050-10-20,8
295,2050-10-23,16
311,2050-11-08,14
330,2050-11-27,7
338,2050-12-05,9
340,2050-12-07,9
349,2050-12-16,10
350,2050-12-17,4
