Day of Year,Date,Weight
12,2050-01-13,1
36,2050-02-06,15
54,2050-02-24,5
59,2050-03-01,8
60,2050-03-02,9
81,2050-03-23,4
91,2050-04-02,7
104,2050-04-15,5
109,2050-04-20,8
115,2050-04-26,9
128,2050-05-09,10
132,2050-05-13,4
139,2050-05-20,7
143,2050-05-24,8
151,2050-06-01,14
155,2050-06-05,9
165,2050-06-15,4
172,2050-06-22,2
186,2050-07-06,7
196,2050-07-16,3
197,2050-07-17,2
205,2050-07-25,5
214,2050-08-03,2
218,2050-08-07,2
219,2050-08-08,13
231,2050-08-20,6
234,2050-08-23,11
235,2050-08-24,13
239,2050-08-28,2
264,2050-09-22,10
266,2050-09-24,10
268,2050-09-26,12
272,2050-09-30,4
276,2050-10-04,9
280,2050-10-08,4
291,2050-10-19,23
296,2050-10-24,7
316,2050-11-13,13
328,2050-11-25,7
343,2050-12-10,12
345,2050-12-12,14
346,2050-12-13,17
349,2050-12-16,16
354,2050-12-21,12
