Day of Year,Date,Weight
9,2050-01-10,15
13,2050-01-14,7
40,2050-02-10,18
46,2050-02-16,19
58,2050-02-28,4
91,2050-04-02,11
99,2050-04-10,16
103,2050-04-14,9
106,2050-04-17,2
136,2050-05-17,14
137,2050-05-18,11
142,2050-05-23,19
153,2050-06-03,4
179,2050-06-29,5
186,2050-07-06,22
194,2050-07-14,7
204,2050-07-24,17
207,2050-07-27,11
258,2050-09-16,8
264,2050-09-22,19
266,2050-09-24,11
267,2050-09-25,14
287,2050-10-15,6
288,2050-10-16,20
300,2050-10-28,11
311,2050-11-08,11
317,2050-11-14,11
325,2050-11-22,17
338,2050-12-05,11
348,2050-12-15,6
362,2050-12-29,9
