Day of Year,Date,Weight
2,2050-01-03,8
4,2050-01-05,2
14,2050-01-15,2
17,2050-01-18,3
21,2050-01-22,3
27,2050-01-28,2
29,2050-01-30,4
34,2050-02-04,6
36,2050-02-06,9
40,2050-02-10,8
54,2050-02-24,6
61,2050-03-03,3
69,2050-03-11,4
79,2050-03-21,3
80,2050-03-22,2
90,2050-04-01,5
91,2050-04-02,3
97,2050-04-08,5
99,2050-04-10,8
101,2050-04-12,4
102,2050-04-13,2
103,2050-04-14,4
104,2050-04-15,4
108,2050-04-19,1
109,2050-04-20,2
110,2050-04-21,4
112,2050-04-23,1
128,2050-05-09,12
131,2050-05-12,2
136,2050-05-17,11
139,2050-05-20,3
143,2050-05-24,5
151,2050-06-01,5
153,2050-06-03,2
154,2050-06-04,3
161,2050-06-11,4
167,2050-06-17,1
171,2050-06-21,1
172,2050-06-22,1
174,2050-06-24,3
175,2050-06-25,3
184,2050-07-04,3
186,2050-07-06,4
190,2050-07-10,3
196,2050-07-16,7
197,2050-07-17,3
199,2050-07-19,1
200,2050-07-20,4
205,2050-07-25,6
206,2050-07-26,5
210,2050-07-30,4
213,2050-08-02,6
214,2050-08-03,2
216,2050-08-05,1
225,2050-08-14,3
227,2050-08-16,1
237,2050-08-26,4
240,2050-08-29,3
241,2050-08-30,2
243,2050-09-01,1
250,2050-09-08,2
255,2050-09-13,5
259,2050-09-17,3
264,2050-09-22,5
269,2050-09-27,8
270,2050-09-28,8
275,2050-10-03,3
277,2050-10-05,5
280,2050-10-08,4
286,2050-10-14,3
287,2050-10-15,4
288,2050-10-16,8
291,2050-10-19,9
293,2050-10-21,7
295,2050-10-23,5
298,2050-10-26,6
311,2050-11-08,5
314,2050-11-11,4
330,2050-11-27,5
331,2050-11-28,9
334,2050-12-01,2
335,2050-12-02,3
336,2050-12-03,5
338,2050-12-05,8
341,2050-12-08,4
342,2050-12-09,3
359,2050-12-26,3
361,2050-12-28,2
