Day of Year,Date,Weight
9,2050-01-10,25
12,2050-01-13,19
18,2050-01-19,5
35,2050-02-05,6
46,2050-02-16,12
50,2050-02-20,19
54,2050-02-24,4
55,2050-02-25,13
82,2050-03-24,15
97,2050-04-08,7
118,2050-04-29,4
119,2050-04-30,6
135,2050-05-16,24
150,2050-05-31,10
157,2050-06-07,19
160,2050-06-10,4
163,2050-06-13,11
198,2050-07-18,4
202,2050-07-22,4
218,2050-08-07,5
219,2050-08-08,9
221,2050-08-10,6
223,2050-08-12,13
227,2050-08-16,13
231,2050-08-20,3
243,2050-09-01,10
259,2050-09-17,13
276,2050-10-04,24
287,2050-10-15,8
297,2050-10-25,17
307,2050-11-04,9
313,2050-11-10,4
321,2050-11-18,7
363,2050-12-30,13
