Day of Year,Date,Weight
2,2050-01-03,1
5,2050-01-06,4
6,2050-01-07,2
9,2050-01-10,10
13,2050-01-14,3
15,2050-01-16,3
16,2050-01-17,5
27,2050-01-28,1
34,2050-02-04,5
36,2050-02-06,11
49,2050-02-19,3
54,2050-02-24,4
58,2050-02-28,5
59,2050-03-01,9
63,2050-03-05,1
70,2050-03-12,4
71,2050-03-13,6
82,2050-03-24,3
90,2050-04-01,3
91,2050-04-02,5
100,2050-04-11,7
101,2050-04-12,7
104,2050-04-15,5
115,2050-04-26,6
118,2050-04-29,7
119,2050-04-30,1
127,2050-05-08,7
130,2050-05-11,9
134,2050-05-15,3
144,2050-05-25,6
145,2050-05-26,11
150,2050-05-31,7
154,2050-06-04,6
155,2050-06-05,6
165,2050-06-15,5
167,2050-06-17,5
168,2050-06-18,3
171,2050-06-21,1
172,2050-06-22,1
182,2050-07-02,3
186,2050-07-06,4
193,2050-07-13,1
196,2050-07-16,3
197,2050-07-17,1
198,2050-07-18,1
199,2050-07-19,1
205,2050-07-25,6
212,2050-08-01,3
216,2050-08-05,1
218,2050-08-07,1
219,2050-08-08,4
224,2050-08-13,2
228,2050-08-17,3
229,2050-08-18,7
234,2050-08-23,9
236,2050-08-25,5
238,2050-08-27,6
239,2050-08-28,2
244,2050-09-02,1
245,2050-09-03,4
250,2050-09-08,3
251,2050-09-09,1
261,2050-09-19,5
268,2050-09-26,10
270,2050-09-28,10
273,2050-10-01,4
283,2050-10-11,7
288,2050-10-16,7
301,2050-10-29,3
304,2050-11-01,2
310,2050-11-07,1
312,2050-11-09,4
314,2050-11-11,6
316,2050-11-13,3
323,2050-11-20,5
328,2050-11-25,4
329,2050-11-26,8
337,2050-12-04,6
338,2050-12-05,4
354,2050-12-21,8
362,2050-12-29,4
363,2050-12-30,1
